,naNe,fold,log2fold,tstat,pvalue,qvalue,updown,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,3M_neg,29M_neg,maxint,mean1,sd1,mean2,sd2,3M1_1,3M1_2,3M2_1,3M2_2,3M3_1,3M3_2,3M4_1,3M4_2,3M5_1,3M5_2,3M6_1,3M6_2,3M7_1,3M7_2,3M8_1,3M8_2,29M1_1,29M1_2,29M2_1,29M2_2,29M3_1,29M3_2,29M4_1,29M4_2,29M5_1,29M5_2,29M6_1,29M6_2,29M7_1,29M7_2,29M8_1,29M8_2,Mode
1301,N87T4_4,1.046620874,0.065738938,0.471683015,0.640571451,0.307716079,UP,87.0561499,87.05609218,87.05626971,3.632666667,3.59265,3.8557,15,9,6,2581.83,12409.2905,3396.936496,12987.82247,3539.875685,11520.1312,19431.7384,11320.96854,18297.65235,8023.730959,7514.865419,15334.35842,14589.04096,10061.35925,15953.89334,11454.48053,10240.78578,10334.37796,11475.04368,11275.03132,11721.18986,11192.41353,13326.62464,11207.02929,8652.524502,9713.890157,8529.803081,9177.704849,11726.90304,16167.87522,19574.28752,15121.24087,9267.5331,14279.20027,17540.46168,15297.10465,17030.56315,Neg
1302,N168T23,1.056044359,-0.078670436,-0.469635098,0.642086984,0.308125776,DOWN,168.0664393,168.0663704,168.0666556,22.934,22.8875,23.00783333,21,10,11,7912.704,98747.7655,33838.92535,93507.21366,29107.02423,167970.6502,85446.30876,165563.6388,92160.14864,89803.31879,88041.19419,95062.79285,68715.25419,111045.0575,98546.86369,130536.2173,45902.16302,97039.99181,47537.88945,100444.8471,96147.91159,109289.7134,73713.29665,45056.02842,46750.21275,123787.8033,84223.32644,132030.3708,145184.4985,96653.63529,63446.6828,93701.20149,87673.06362,86858.11687,96765.44657,128796.8268,82185.19498,Neg
1303,N165T24,1.064324762,-0.089938434,-0.470361308,0.642410364,0.308125776,DOWN,165.0407173,165.040495,165.0408059,24.03825,23.994,24.07533333,14,6,8,3299.7,17607.98712,7888.137365,16543.81045,4435.916876,21336.46438,26901.93587,12736.6218,13277.07694,12530.78389,19747.22215,32132.23199,35532.24984,13486.0003,12462.68495,16178.80071,20842.85564,10101.25135,12185.30746,10010.86407,12265.44258,13685.6541,15873.95918,16546.01704,25629.8154,18718.44224,22715.94214,13076.1711,18615.93115,7977.222089,14631.14251,9459.810873,15368.92125,16248.89653,19807.73579,17864.35032,18480.95552,Neg
1304,N166T1,1.028319263,0.040288249,0.465525614,0.646421106,0.309811721,UP,166.0619292,166.0616291,166.0620705,1.092608333,0.428968333,1.444016667,56,16,16,14101.616,265531.8523,26186.50297,273051.5187,59067.86127,232253.072,221507.0023,276212.4824,263293.4922,254319.396,264293.2187,276300.666,308648.3105,244140.0085,248885.2819,273180.8719,285702.6041,253870.4601,262448.1074,257808.282,325646.3806,298217.436,279943.5372,230473.6119,249197.587,244376.0353,277455.24,241764.9431,264068.9431,273101.476,261704.2314,262245.2492,255636.8371,252964.4031,231680.8942,261800.5905,484193.2844,Neg
1305,N284T26_2,1.094413156,0.130157479,0.462638456,0.648644475,0.3106391,UP,284.2674785,284.2673944,284.2678582,25.99225,25.5305,26.52666667,46,12,14,128186.227,2597820.119,803501.9236,2843088.516,1962486.113,2568144.872,2869769.673,1935484.295,4814787.017,3043202.477,3244449.411,2151738.158,3298935.596,1428042.424,2162343.595,3182498.304,2331247.711,2278810.841,2193324.842,2218549.216,1843793.464,7139973.503,638504.4794,3508988.387,1840408.849,2153535.523,2253906.923,1701192.113,2470873.257,1935660.687,7483914.841,2342255.035,2689345.854,313447.7042,2631271.424,4032383.724,2353753.947,Neg
1306,N113T25,1.134869612,-0.182526552,-0.457950846,0.650422246,0.311051458,DOWN,112.9856101,112.9854932,112.9857062,24.73758333,23.78816667,25.5395,96,16,16,25034.105,830347.4015,668351.4845,731667.6672,544260.6862,1837367.686,1989485.013,412722.6572,418711.5862,499993.6871,485666.7382,415699.8221,2042185.14,432653.8551,465565.7693,478351.9327,440543.7849,450432.4016,569437.4647,426501.2647,1920239.621,416148.1191,468936.2211,430135.3832,2049620.797,515043.1785,493794.5392,457651.999,1882791.033,608821.5294,410655.2432,1469941.694,567311.1623,471668.6305,443883.4918,463538.7657,556740.8882,Neg
1307,N151T23,1.057029266,-0.080015322,-0.456696812,0.651182913,0.311051458,DOWN,151.076237,151.0761409,151.0763695,22.9825,22.8875,23.0325,15,5,10,4394.393,51287.05111,16822.67642,48519.99159,17445.71691,67344.80565,46957.37183,67587.50347,27580.11025,62021.86712,24815.54288,58713.76485,35490.98506,52357.02493,44123.82525,57663.32981,40267.66928,92664.27832,42501.8155,52909.08192,47593.84166,81137.06032,44069.60995,46285.18741,23019.11332,51527.72977,42951.08108,48052.91753,72453.17591,78123.90221,42336.83618,50514.83708,36620.19372,64775.31304,28223.82779,32061.09447,34167.98568,Neg
1308,N251T23_3,1.058299246,-0.081747624,-0.456274726,0.651488972,0.311051458,DOWN,251.3179437,251.3177225,251.318512,22.89816667,22.85416667,22.96133333,23,8,15,8658.421,40209.93082,13338.63963,37994.85917,14112.71388,44167.96442,48778.37381,19611.69178,68207.57927,15893.24111,46860.48077,25416.4079,47261.30013,41431.52416,41429.48548,27618.36671,50580.68378,35016.50981,45955.10202,34587.10661,50543.0753,14304.01744,43393.20312,22245.58268,45370.03796,39543.81188,58654.33795,36950.13043,47365.98706,49610.92994,28817.7921,40427.60114,27065.88953,50563.27093,41719.63173,52860.3476,9025.175234,Neg
1309,N256T24_1,1.546120238,-0.628652519,-0.456472887,0.651496341,0.311051458,DOWN,256.2068842,256.2066624,256.2071562,24.00483333,23.5185,24.54833333,61,14,15,60812.316,187595.9762,453546.9386,121333.3683,362557.855,37936.14996,12888.84144,1324016.081,1373789.125,23076.08252,16902.70559,12357.42221,19135.0914,15297.1758,8790.557196,33808.66988,15945.80368,34530.15362,46004.61878,11587.90818,15469.233,21510.2238,44140.77389,38835.65448,37982.31822,13858.60042,47652.02415,8342.990457,19989.51583,38568.1232,49536.89594,16989.03197,23280.10898,1480074.754,39768.88962,21620.5056,39183.4816,Neg
1310,N602T24,1.053875748,0.075704783,0.454012938,0.653092535,0.311243086,UP,602.3435613,602.3421092,602.3491496,23.80308333,23.74333333,23.88966667,20,8,12,2609.656,15400.78255,5272.726942,16230.51123,5063.302451,22146.08708,12253.43107,12428.91935,21151.65645,8109.418414,17852.21503,10728.383,16125.11614,19828.46739,22123.33966,18248.8572,10330.16164,9199.92686,7174.213293,20392.68318,18319.64506,10455.01474,16983.36879,14193.55788,9544.32776,9416.665242,20626.24132,17901.4785,17847.9345,17963.7495,19992.76988,17976.6092,11151.30259,28296.35991,16215.67869,19928.08816,11195.03307,Neg
1311,N253T28,1.152838412,-0.205190312,-0.453721827,0.653294405,0.311243086,DOWN,253.2638152,253.2636362,253.2641645,28.11958333,26.88666667,30.0265,136,16,16,14405.091,818949.7228,675664.7011,710376.8526,677984.0867,204448.0342,349737.3122,710641.1071,729818.1956,748501.6772,2086124.459,901784.2235,273341.4689,961323.1906,2166713.941,1434138.234,217368.8561,243514.7999,221639.5617,1643561.977,210538.5269,1782210.631,163065.2368,1182540.322,233930.8772,2226478.975,184775.6339,1431389.201,291609.4628,197120.7458,1418412.114,196946.2832,160293.2872,502393.1055,704465.5072,138290.9597,552107.2992,Neg
1312,N271T23,1.019765307,0.028237162,0.454521565,0.65339174,0.311243086,UP,271.2279759,271.2276503,271.2282532,22.888,22.86733333,23.04866667,33,16,16,42030.355,201985.3583,29944.11437,205977.6609,18378.12918,204606.7321,229628.4949,192924.1079,241861.4256,174021.051,209057.786,173853.5706,199594.0021,197292.3037,189426.1646,149830.135,148303.3151,223320.8147,233395.9776,244832.8389,219817.013,186769.2256,192884.3138,191240.5042,199450.3477,209237.5623,229984.8746,195992.6381,209224.7359,232160.7104,190539.7089,203263.8833,170727.0107,211159.9899,231587.7764,208913.9897,232505.3024,Neg
1313,N277T23_3,1.06206678,-0.086874482,-0.450287318,0.65580042,0.312152539,DOWN,277.2173663,277.2170713,277.2176279,22.89716667,22.87116667,22.92783333,31,15,16,22182.309,71261.99217,27884.7869,67097.46834,24310.94449,50886.46669,62883.85067,69305.08524,81783.28837,36598.65696,35987.48526,50262.07691,51617.24536,110510.0274,108298.6969,59568.5131,68578.97385,86225.44594,137048.9419,72810.19583,57826.9244,30895.08785,34842.1754,37980.96246,33540.37152,63610.08005,66371.44676,78907.2909,75656.56857,55703.30718,90310.37589,60524.34938,61773.89856,109335.4759,91378.15333,87943.83921,94786.11049,Neg
1314,N176T5,1.038203033,0.054088608,0.448945076,0.656736245,0.312360082,UP,176.0438457,176.0435497,176.0440545,4.812583333,4.785883333,4.902816667,15,9,6,2002.003,12822.84969,3251.055738,13312.72145,2912.178697,19594.18204,15067.92588,20368.06064,14909.07327,11745.11155,12921.61423,8693.70617,10933.36974,9882.316952,10457.35786,11631.51139,12297.35194,12502.42969,10143.4347,12134.08967,11884.05939,14576.4508,11972.23689,17660.45165,13183.34995,12288.93413,8911.23768,15096.96352,13692.80458,16915.3907,13338.89012,11236.55903,10295.56077,15934.80052,18185.93102,9504.892683,10209.08914,Neg
1315,N254T23_1,1.043077833,0.060846814,0.448756858,0.657584844,0.312507423,UP,254.1034932,254.1033802,254.1038109,22.93,22.87816667,23.00783333,23,13,10,5716.824,38745.62899,12818.60446,40414.70672,7551.079118,63607.11617,21417.07317,53870.31351,63512.59617,30064.42684,35078.91798,37179.28015,30416.42043,41359.23673,20145.52171,27706.63505,32270.75314,41862.34255,39520.58852,39103.8336,42815.00817,48879.59204,37212.15892,44535.96086,41183.98417,40973.42134,42918.83585,39751.58931,34924.40593,45547.29773,39976.52965,50955.03591,31923.36008,48691.23224,37686.17357,19654.91481,41820.81518,Neg
1316,N95T9,1.047165135,0.06648897,0.447418678,0.6580461,0.312507423,UP,94.9929452,94.99285971,94.99302492,8.511083333,8.269933333,9.1753,17,9,5,4349.715,98776.84282,33383.8331,103435.666,24905.80094,51561.09749,98807.74907,171961.3753,100615.5661,67886.26551,96985.88113,118008.2896,100134.8459,115383.0276,116969.2512,108721.8247,48486.754,125085.5361,117095.129,39473.22809,103253.6641,113561.753,113001.8919,147330.1208,115988.2803,100936.2557,103695.7361,46712.26742,113932.7543,46207.66947,116778.171,100803.3808,103846.7572,118295.3086,106763.4685,103465.222,103651.6186,Neg
1317,N147T6_2,1.034541404,-0.048991385,-0.445087074,0.659908539,0.312920713,DOWN,147.0448933,147.044747,147.0450417,5.888925,5.854683333,5.9275,32,16,16,45746.859,494279.2845,123162.5958,477776.2231,82630.21094,597459.7336,682238.1264,608280.7464,688563.7044,289928.4137,315051.5574,493297.704,547949.077,556064.6415,612751.6928,393456.591,418924.4594,406018.837,439773.7627,405201.5696,453507.935,383670.9096,418105.4415,419615.7919,420371.773,376002.6584,384858.3155,438764.0483,448353.1811,595290.8597,632799.6224,445926.5247,481624.5613,541121.7664,575062.6739,514115.3697,568736.0726,Neg
1318,N204T0,1.055237621,0.077567904,0.444695001,0.659917756,0.312920713,UP,204.0122001,204.0119703,204.0124042,0.073780833,0.042427333,0.110279,19,9,10,12468.37207,24473.66733,9582.041196,25825.53448,7486.577951,17661.61648,24433.3346,18201.31938,34388.80193,11675.98113,28706.78667,32655.23717,36485.88693,19903.64457,26226.5169,16092.09081,14988.13984,10453.56074,40287.1062,22139.4171,37279.23687,17313.18952,29904.96038,10679.33874,27419.91056,29110.62584,20422.89621,16304.31192,35035.30725,32671.91147,29302.32464,29575.4873,31071.00624,19367.90525,20212.94413,27727.1799,37089.25236,Neg
1319,N345T4,1.053097305,0.074638746,0.432322028,0.668600318,0.31674854,UP,345.0340341,345.0335774,345.037165,3.598116667,3.508333333,3.7298,15,6,9,2451.648,11993.84221,4206.219652,12630.6829,4126.340917,8135.785706,11332.64227,11345.99361,11906.35154,9566.668174,12471.41035,5146.702033,2077.731757,14372.20361,18404.43771,15433.70836,12345.38645,16307.20118,15669.89085,12769.59263,14615.76906,15199.44266,19388.25348,6339.865181,7860.95363,15615.52651,12052.05306,6990.225159,11415.12424,14214.4214,8691.153636,16096.48467,18336.95048,17273.21431,11175.68385,9186.351652,12255.22249,Neg
1320,N485T25,1.056397557,0.07915287,0.431535012,0.669192858,0.31674854,UP,485.3271162,485.3260726,485.3278528,24.97791667,24.90016667,25.0765,24,14,10,5126.827,40326.59611,15602.17166,42600.9176,14177.10179,26567.03234,51225.5941,22397.74226,31249.81383,52208.82185,61441.59391,41966.91757,13865.43536,31069.5232,50146.03678,20032.92705,30213.26056,46602.057,44846.44625,55053.47168,66338.86401,23950.5162,45794.85157,53851.99184,65781.57073,57662.34809,53267.65545,59357.9658,48222.67598,29880.37471,41678.019,18811.6006,18543.37387,45157.57902,40274.02541,41031.40104,38348.73227,Neg
1321,N277T23_1,1.043557335,-0.061509867,-0.43139342,0.669585372,0.31674854,DOWN,277.1447003,277.1443207,277.1449688,22.89558333,22.86916667,22.94533333,26,12,14,10607.065,34926.05917,10991.17065,33468.2705,7867.914002,29367.02903,38679.27155,30843.85145,43559.89399,15810.65143,44438.78115,24194.54388,32024.19561,46154.51487,20472.57977,19050.98781,32185.03347,39614.88295,49538.27686,47216.1754,45666.27745,31074.11222,43670.7586,33923.2615,33498.93378,41894.41423,45009.94457,31985.30837,39779.65948,25402.85551,20864.25755,36081.31225,26672.93163,33824.25166,17859.80246,33299.54831,40650.97593,Neg
1322,N311T23_4,1.020552862,0.029350912,0.429822224,0.670504089,0.31674854,UP,311.2945921,311.293751,311.2951719,22.91216667,22.882,24.46816667,45,16,16,71308.586,284140.9666,34639.15466,289980.8766,41877.78069,249128.9178,290662.0218,275932.2562,323208.7256,243047.8769,355655.4746,252672.1833,284487.4474,281349.8306,288635.3023,231715.2815,296573.6623,271581.2205,277937.8185,275216.5401,348450.906,258453.1799,263764.8131,263902.7367,248790.4385,319061.1372,344811.0465,267775.7433,353711.2748,285427.0815,333821.7251,247909.0903,238352.5897,314825.0551,365597.9255,271661.4482,261828.7395,Neg
1323,N301T23_1,1.159857266,0.213947276,0.429693015,0.670524357,0.31674854,UP,300.6845381,300.6842834,300.6850721,22.90083333,22.86333333,22.9375,20,9,10,5984.117,14597.04631,12449.20247,16394.87775,11185.24769,4494.344918,35452.64697,720.3048163,7789.996784,3376.166975,13712.80195,4185.316646,16057.59552,27396.7766,41825.03254,3840.549151,10126.66417,10913.61581,7225.823106,18012.74508,28422.35986,0,2888.234301,6409.864132,4228.412215,13704.87005,22639.27776,13460.67087,16957.30578,35948.15278,33412.188,10001.50706,9251.801574,25988.72022,17553.59048,32663.89237,17209.5564,Neg
1324,N97T2,1.093266514,-0.128645141,-0.424776089,0.6741684,0.318229411,DOWN,96.96954239,96.96942997,96.96966456,1.59204,0.534915,2.6705,49,13,13,3438.014,158316.5899,99064.58497,144810.6091,79759.00814,45324.20134,116087.1788,333871.4971,247454.6718,292291.1656,61355.25448,258872.5438,173642.9963,48648.68545,181854.18,68857.91296,46232.75954,260960.9473,179731.5366,49036.732,168843.1755,224322.1311,155657.7085,215513.5686,35253.70144,200602.5127,157619.1306,57953.69781,43601.18949,216621.7711,45600.45959,242370.894,168086.7764,72203.2158,217673.4973,218390.3336,45499.15816,Neg
1325,N247T9,1.045584628,-0.064309836,-0.421390536,0.676572598,0.319123241,DOWN,247.0627893,247.0627344,247.0632215,8.692141667,8.359683333,9.054766667,24,10,11,161345.891,10490298.54,2776954.105,10032950.24,3337008.768,10655645.16,5187638.387,11439508.07,12586427.52,11031776.59,12041704.26,3455008.29,6840666.173,11340371.91,12797112.07,11206692.15,11651169.76,12615060.91,11674259.23,11382543.72,11939192.49,11590683.32,11477598.6,3522744.687,6943015.958,12493136.05,5115633.539,4575170.245,11584421.57,11843870.13,14034714.96,11598607.18,10860209.81,14228411.87,11229917.71,7912194.109,11516874.09,Neg
1326,N179T3,1.113467413,-0.155059336,-0.419877283,0.677924473,0.319519741,DOWN,178.9723388,178.9721021,178.9725928,3.412566667,3.346066667,4.110983333,33,12,16,12781.954,22216.81739,17697.98885,19952.82227,12327.47847,7237.484994,25128.70649,13541.82083,37886.66594,14512.58802,15106.17988,56493.10886,10408.27683,42641.19311,13866.54358,12436.38984,10166.25063,12289.51827,15311.10864,6309.482288,62133.76002,9330.81324,10367.82135,11331.51451,13591.91792,13776.68634,15467.72042,16779.87652,13288.67571,12393.83903,11143.33554,23155.87258,27476.28609,42145.44546,53569.98517,24688.4273,20736.93907,Neg
1327,N306T4_2,1.490715081,-0.576004543,-0.414395184,0.681605897,0.321012781,DOWN,306.0692228,306.0676933,306.0754756,3.67075,3.455033333,4.348533333,39,13,15,719506,595222.7868,1227325.817,399286.7546,1438983.495,15566.98124,31685.26504,20337.61276,2749209.046,2828259.324,17720.19849,3562820.074,27976.72686,40719.47637,15065.25571,37953.79238,34060.24388,32238.8723,27869.70144,29694.25948,52387.7594,21754.41239,45138.46986,36022.94616,46172.23024,7764.168602,21598.12808,25558.40513,5794866.788,28804.84489,25075.79464,103055.7373,42426.07817,44079.7586,32192.15145,54349.04725,59729.11244,Neg
1328,N164T6_1,1.452105534,-0.538146308,-0.409941564,0.68477917,0.322097149,DOWN,164.0563817,164.0562791,164.0565556,5.8892,5.854683333,5.9147,29,14,15,77043.555,133911.5216,298663.5907,92218.86317,276222.7591,28810.59749,32597.48667,28971.18402,32643.2796,851006.8883,944327.8309,22756.00379,26034.26307,25917.53282,29342.14667,18290.02106,20723.39482,18604.90314,21668.60223,18636.5174,22253.69347,18121.60037,19939.4926,20180.77896,21723.60947,17778.75128,1127966.663,21405.35778,21947.49534,28533.27473,29514.45259,21315.33041,22344.65676,27436.83746,26495.01878,24905.47401,25893.01675,Neg
1329,N325T23_4,1.037183172,-0.052670704,-0.408857684,0.68557767,0.322097149,DOWN,325.3094793,325.3090321,325.3097884,22.91233333,22.86533333,22.943,30,15,15,7682.065,28338.71747,6664.115984,27322.77021,7374.326695,25717.69759,21218.97135,34852.07013,30493.71595,24590.86045,27466.19224,31341.2977,27986.2395,32495.55606,39162.13762,20984.17719,29957.97434,19390.38456,39509.61845,16842.98552,31409.60088,31051.70436,34894.98024,31304.60744,34772.83957,37848.28189,19649.32504,28498.43746,24289.23132,16560.10093,16541.8164,32160.56169,26919.58489,34355.93709,31027.50662,22066.46269,15222.94576,Neg
1330,N171T4_1,1.057979209,0.081311276,0.408558168,0.685773734,0.322097149,UP,170.9018562,170.9015235,170.9021025,3.727458333,3.4768,3.98355,48,16,16,16875.129,149518.1468,61577.72597,158187.0907,58409.76309,20919.32918,265185.7641,166246.2035,133745.457,162286.7461,126097.3708,72314.21845,106994.4649,167742.8586,185541.4851,172294.0318,61645.98645,189799.9872,225439.7596,165738.5542,170298.1317,81778.70989,145936.5027,83492.0822,143364.8439,203312.0082,217614.9013,94205.10923,62497.36079,145278.795,146209.1041,171526.1112,206714.8957,162377.064,162901.8402,259829.4086,243954.7137,Neg
1331,N284T23_7,1.008228853,0.011823146,0.408285265,0.685969852,0.322097149,UP,284.2673792,284.2672286,284.2677199,22.89891667,22.87583333,22.913,32,16,16,1872570.625,12451217.05,693416.0735,12553676.28,725802.6165,13220064.77,12712475.91,13101536.1,13487931.64,12211272.24,12142343.92,11404308.24,11946133.01,12136038.51,13065778.41,11248043.08,11727125.63,12142888.1,12403641.17,12947931.74,13321960.31,11976321.09,11709453,11626667.3,12057475.07,13212817.64,12769619.66,12608136.13,13132410.3,12605632.67,13467336.62,12195221.63,11431292.04,12932004.73,14146098.86,12395437.8,12592895.97,Neg
1332,N119T3_2,1.193165631,-0.254794327,-0.405280229,0.688155831,0.322878161,DOWN,118.969419,118.9693002,118.9695095,3.101133333,2.556866667,3.28915,22,9,10,144825.281,1542339.421,1789547.437,1292644.86,1694360.049,15212.52381,24724.94765,18599.77781,3686123.905,22990.1198,11723.38895,11364.95142,23843.0183,3520986.991,3591693.163,3620826.49,3197455.128,3484387.581,14065.13048,3425665.622,7767.989286,11324.80747,3550563.57,3552604.982,26292.62595,18341.4371,23918.5076,3151975.406,3339258.463,10757.709,17877.52856,3383521.288,29040.24035,55229.90569,3468344.363,23815.75065,19451.176,Neg
1333,N377T23,1.051651458,-0.07265664,-0.404601902,0.688666429,0.322878161,DOWN,377.1946887,377.1940383,377.1951792,22.894,22.8395,22.9935,19,12,7,4371.984,19400.98376,6336.197937,18448.11189,6971.040168,14848.1195,17416.92985,21316.83025,18163.40273,19438.77742,18202.08691,18555.51846,26003.951,18929.92595,14767.85822,16173.0593,8138.222136,19925.18666,25975.42199,36992.09191,15568.3579,20304.58286,23593.26019,11333.21327,11102.12465,24221.41287,24672.37025,11916.29396,6241.437,20863.86917,26052.84164,8257.42044,12422.08902,25468.47286,19470.80382,24957.57251,24292.02576,Neg
1334,N256T23_5,1.010230455,-0.01468444,-0.402102279,0.690647566,0.323564274,DOWN,256.2362529,256.2361367,256.236641,22.89716667,22.87583333,22.9075,32,16,16,1430262.25,11035640.49,677307.953,10923884.18,881575.6924,11644675.23,12157945.64,10109219.66,12058314.93,10127276.53,10667746.11,10545473.58,10759432.16,11527425.15,11521299.97,10417932.98,10172763.01,11225437.32,11671563.92,10883095.73,11080645.87,10126938.78,9443737.162,10045331.98,9400992.481,11453915.07,10907919.72,11158503.02,11141676.66,11052094.83,11140405.19,10746097.36,10621262.73,12508797.58,12410705,11040982.96,11582786.4,Neg
1335,N211T3_1,1.061005686,-0.085432388,-0.40152356,0.692178244,0.323798069,DOWN,211.0010349,211.0002866,211.0026011,3.446491667,3.402,3.709666667,36,16,16,67041.273,464688.3487,106841.9598,437969.7064,243788.1214,437120.8833,487945.224,489059.5202,422881.7498,499719.1323,573449.241,592289.2428,579114.7297,242484.9752,225750.2266,540848.5924,552021.0122,499388.0796,447847.1953,412026.5098,433067.2655,52616.16282,41317.53306,111170.0096,99868.49593,554354.6462,499299.8764,585588.3057,443297.19,638721.2626,608831.759,338626.3144,327287.7982,666306.2245,624130.0952,731799.2069,684300.4212,Neg
1336,N126T4_1,1.554002115,0.635988468,0.399932715,0.692609949,0.323798069,UP,125.9925965,125.9924368,125.9927585,4.303283333,4.258433333,4.432183333,30,15,15,95426.453,80026.349,232520.143,124361.1156,377568.1128,21380.676,15079.74478,19400.11264,19722.46244,15132.26407,951827.547,22776.92825,27466.26511,27540.57919,27709.12425,25758.16039,21628.79,15539.19742,22144.08217,20899.33667,26416.31363,30596.97852,21938.21672,29886.69023,26267.64297,20079.82546,27430.7656,1540045.472,24754.66946,24028.71953,35394.19398,26725.4185,29298.93817,40618.83192,34087.915,40182.48769,38441.08387,Neg
1337,N256T24_2,1.080662038,0.111915411,0.399364842,0.692700903,0.323798069,UP,256.2363012,256.2362088,256.2366953,24.015,23.5445,24.54833333,59,16,14,229078.859,1959416.261,1274608.845,2117466.77,938786.8065,1125427.873,4212708.461,1126650.252,991947.4499,3693082.068,1277777.344,928953.6255,3603542.17,1264917.805,859289.5384,3951841.07,1785049.021,895713.4961,1724289.509,3148943.501,760526.9989,1235177.879,1852133.823,2866421.3,2985443.945,987578.8429,1260220.483,3846969.722,3234838.404,949279.1096,3248159.783,1597121.667,1634825.465,1284847.557,2413501.79,2892228.368,1590720.182,Neg
1338,N321T23_1,1.031802601,-0.045166989,-0.394699538,0.695891445,0.325046349,DOWN,321.172326,321.1719237,321.172748,22.90133333,22.84633333,22.93066667,29,16,13,12329.168,42917.26502,8934.803833,41594.45322,9994.182163,41423.04458,43329.696,52924.07695,38167.33578,31602.91518,46854.88218,42607.4556,39055.52944,47143.53883,34124.28009,25570.51919,36332.93417,54647.74898,52589.20093,41827.76556,58475.31684,22135.58905,27372.171,37993.43781,39250.23031,46722.90102,35957.15403,40577.1467,46050.28221,42073.98829,58156.79259,29215.771,41000.32902,55378.47076,53428.7505,40788.58342,49409.65374,Neg
1339,N299T23_2,1.018732236,0.026774902,0.390907911,0.698915612,0.326215109,UP,299.2007174,299.2001893,299.2010074,22.9005,22.882,22.94416667,32,16,16,14049.697,66330.03027,7393.133431,67572.54003,10343.58291,53173.49866,73678.36197,74116.53576,77796.20432,65207.78685,63182.48985,62166.20446,68768.5709,68795.98243,60687.47536,58801.09896,62145.81882,57639.55882,67799.81943,67788.49573,79532.58193,62696.59903,60180.71471,60907.94263,76446.13768,58599.79676,83738.44238,64692.42207,75639.91773,52026.76105,91738.18914,64358.03318,59404.7467,69727.15025,74241.46802,62638.89237,64123.42672,Neg
1340,N125T4_5,1.155330386,0.208305474,0.389752307,0.699561337,0.326272829,UP,125.0354114,125.0349653,125.0429785,4.489341667,4.30945,4.882433333,20,9,10,42112.754,98347.12855,100416.5021,113623.426,120400.7983,20059.81209,22446.33753,152967.5616,169430.7751,135196.963,160797.0203,8113.910477,27263.57679,30877.98896,20349.44829,29654.57287,352353.7186,23282.73194,21262.31449,220463.1667,179034.1579,238032.8158,12255.37103,30085.079,27580.12318,223867.4636,24278.67444,24301.15736,25871.08593,298208.6709,246293.057,28921.35456,35203.56948,283743.8747,16874.35386,284210.3724,18247.79324,Neg
1341,N243T5,1.044503182,0.062816887,0.390447919,0.700362995,0.326403135,UP,243.0822784,243.0820423,243.0826802,4.667041667,4.634033333,4.735883333,32,16,16,11736.06,52684.19633,22241.55776,55028.81069,9069.785529,81963.69023,80656.94198,79163.68637,100252.5486,42042.23715,33306.80243,61770.07363,65906.52344,38235.05941,46693.80163,36357.63309,39115.81068,37965.62691,36301.05374,32535.25053,30680.40152,54569.69798,52665.62883,66016.72802,59936.21945,67179.71559,61626.45708,49790.08934,55768.45482,62787.53212,67031.08951,45005.17591,36999.26603,59416.46336,51688.87348,46080.03988,43899.53964,Neg
1342,N269T3_2,1.150416944,-0.20215683,-0.38554701,0.702553244,0.327179915,DOWN,269.1286296,269.1279913,269.1293803,3.22295,3.101283333,3.384433333,17,8,9,121584.352,1035284.457,1000815.045,899921.0788,985213.2605,1986394.096,2013141.799,1985703.038,70754.94891,1902972.157,86579.54567,2157368.537,1700189.969,47707.47427,56140.24439,2080471.432,98281.27406,23370.06296,2165902.097,104273.3703,85301.26709,89877.88317,2171171.974,2015006.695,2068993.621,63324.77756,2005136.499,1835894.197,32791.29424,58137.58026,1877960.299,1872862.781,64792.19029,81684.99534,53405.19353,32222.5865,75474.69465,Neg
1343,N104T4_1,1.025518089,-0.036352939,-0.383732969,0.703909181,0.327491074,DOWN,104.0352231,104.0351258,104.0353617,4.39335,3.658133333,4.514983333,33,16,16,31098.352,401149.6453,77144.37137,391167.7909,69822.27231,379123.3322,467066.6176,434538.5591,523225.976,255341.0269,314303.0696,310135.0703,372784.9659,445401.064,536814.339,386620.3982,438981.2959,382736.3896,458312.8496,334917.5232,378091.8481,324691.8556,377842.8763,341001.7454,383540.2538,306641.4128,331480.0437,331885.7054,359102.6506,417302.0064,427026.286,363593.5498,366308.0015,534388.4817,548792.143,426560.4253,418527.2173,Neg
1344,N79T9,1.045785664,0.064587199,0.383276464,0.704269415,0.327491074,UP,78.95869905,78.95861955,78.95877674,8.631,8.330116667,9.26335,29,13,11,17257.516,426359.1043,153748.0425,445880.2391,133667.6993,254021.5182,459420.4721,305698.4516,417619.8737,307608.2926,272437.882,582193.4661,658745.411,459201.6613,409954.2285,824190.7699,305341.2602,449693.2724,373930.5675,302481.7549,439206.7876,384704.3307,748781.159,362713.1487,377027.8403,374039.8726,384274.5816,304488.5942,342589.538,464876.3749,330191.2403,392726.8681,498707.1775,757276.9772,492441.0318,425229.4676,494015.6235,Neg
