,name,fold,log2fold,tstat,pvalue,qvalue,updown,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,3M_neg,29M_neg,maxint,mean1,sd1,mean2,sd2,3M1_A4_1,3M1_A4_2,3M1_A4_3,3M2_C1_1,3M2_C1_2,3M2_C1_3,3M2_D9_1,3M2_D9_2,3M2_D9_3,3M4_E1_1,3M4_E1_2,3M4_E1_3,3M4_E2_1,3M4_E2_2,3M4_E2_3,29M2_C1_1,29M2_C1_2,29M2_C1_3,29M2_D8_1,29M2_D8_2,29M2_D8_3,29M2_E4_1,29M2_E4_2,29M2_E4_3,29M6_E1_1,29M6_E1_2,29M6_E1_3,29M6_E4_1,29M6_E4_2,29M6_E4_3,29M6_F7_1,29M6_F7_2,29M6_F7_3,29M7_G7_1,29M7_G7_2,29M7_G7_3,29M7_H9_1,29M7_H9_2,29M7_H9_3,Mode
33,M146T4_10,1.485912628,0.571349287,3.561910292,0.00108428,0.045240205,UP,146.2373864,146.237289,146.2376177,4.406183333,4.370766667,4.481816667,19,9,10,1312.734,4638.158686,1721.384294,6891.898562,2206.213357,5489.773205,6542.681202,3880.224116,5993.921797,7667.529149,3726.608453,2937.229577,5766.679143,2531.62695,3302.495545,4381.88971,3913.968239,2755.51835,7485.915909,3196.31895,8474.916336,12064.5226,8916.180574,3668.10557,4446.757343,5118.21036,7466.496219,7246.397548,8752.060401,5484.754873,2548.522195,8058.109583,7741.514506,8541.199812,8696.364149,6111.360429,9162.931105,5036.912979,5500.234955,6809.305784,9264.050674,5527.006615,6623.64243,4146.00844,Neg
34,M216T5_2,1.694945559,0.761238935,3.524978374,0.001290917,0.049609867,UP,216.052667,216.0507765,216.0531249,5.386833333,5.32975,5.677466667,24,16,8,2661.331,8477.940106,2845.516575,14369.64693,7354.729571,11532.79577,12178.2412,11023.16036,11018.27453,9070.178811,7510.773961,5139.780622,10386.82833,6923.896516,5690.004973,10266.6716,3349.276978,8775.598039,4149.132367,10154.48753,27606.36094,32343.32577,20543.58743,10565.24241,11588.92566,10520.38929,16548.22829,25574.76956,19923.17542,12088.37002,9622.045826,4824.122279,10080.24883,12117.5023,10703.03078,18354.23201,22394.88271,19020.98803,11449.27251,9859.629996,10957.45891,4931.681806,7721.251444,5532.804089,Neg
35,M145T4_2,2.499773888,1.321797605,3.63547728,0.001307789,0.049609867,UP,145.0616386,145.0615317,145.0617616,4.4331,4.276566667,4.497416667,33,18,15,8842.341,22935.48568,5698.02488,57333.52821,45789.2269,13498.74773,17115.86852,16219.07042,28005.26487,31447.18608,26954.72843,25481.93683,29446.10118,30986.01587,20806.95495,24649.85429,20946.43217,16951.28926,19803.48893,21719.3457,42425.65417,48651.25542,54516.97425,17487.3603,28652.81821,25437.88972,27482.33439,27861.65195,26055.52823,22410.32866,23109.41369,26328.12323,34519.20661,36706.32761,43775.50465,26487.99939,35326.42082,30973.11025,153658.7866,133045.3439,131587.1225,139466.0141,122239.3571,117800.1513,Neg
36,M91T24,2.492202644,-1.317421381,-3.778733806,0.00142663,0.049609867,DOWN,91.03006588,91.0299958,91.03010347,23.82866667,23.16266667,23.907,31,18,12,1549.883,55765.83152,32260.3503,22376.12244,14447.17631,12823.72561,19201.32528,76124.14567,46274.9427,19868.44364,94632.8093,83069.77845,10988.69876,87002.88208,79548.03526,51895.83003,20684.26814,95944.5861,86123.42695,52304.57487,19242.81428,10917.36765,20213.20699,18295.38724,14455.19093,17966.46388,11786.25252,83221.57585,22483.8528,39084.51502,14975.39641,28011.39456,31567.09961,20969.86075,23018.85578,20899.56747,21826.0415,20362.5048,20292.53943,14047.73657,13626.08245,21186.33635,14373.29591,14203.59987,Neg
37,M487T6,3.938092518,1.977497005,3.597957073,0.001460545,0.049609867,UP,487.1444774,487.1440088,487.1518403,6.110825,6.059333333,6.18465,40,20,4,5962.203,4637.718941,1848.609845,17937.28726,17957.09087,1591.473498,2822.482191,3068.161743,5181.788329,4718.661976,7334.60723,6021.507657,6680.74572,7998.585271,3391.155788,5050.595862,5667.407423,3248.747521,3250.25368,3539.610218,46020.42742,50842.40876,76701.76317,0,0,0,15973.62079,21789.33044,29225.85611,6372.706899,7533.040707,6852.928976,18649.08845,22257.1851,16483.51627,13781.89607,17095.66528,26505.99529,9942.700962,11042.57828,12383.212,5685.677081,7787.127573,7568.168515,Neg
38,M79T6_2,2.288468387,1.194382363,3.590428238,0.001476649,0.049609867,UP,78.95871836,78.95866589,78.95875701,5.920366667,5.412316667,6.502966667,70,24,15,211217.984,1258990.526,248089.373,2881160.019,2191019.186,947753.2513,754589.9225,873970.3173,1411244.377,1550732.619,1505077.464,1327487.194,1098911.415,1404210.148,1119767.166,1318089.621,1264525.08,1443364.939,1543765.455,1321368.927,2186018.72,2295284.067,2329557.513,6075448.836,1134295.379,6009980.979,3533053.465,3319948.561,3948871.163,963587.1012,814226.5012,3339857.219,6530103.92,7019861.083,7402488.074,1273294.471,1419622.019,3336383.033,1055758.481,823433.9029,1150195.647,971883.9962,1158136.3,1056550.032,Neg
39,M186T4_1,3.734053228,1.900742493,3.582340722,0.001543383,0.049609867,UP,186.0452911,186.0449553,186.0481581,4.446175,4.390666667,4.55735,30,20,10,10643.512,7285.853165,2083.925037,27205.76353,27113.35767,7717.77804,4642.379897,7569.800554,5575.831698,4003.33591,10390.10404,8056.232354,6044.262827,4514.800622,7779.920738,7663.734326,6245.930708,8737.6824,10443.78533,9902.218028,95178.58775,93681.20815,89378.55695,7702.370179,3272.834479,7397.850475,11018.12983,20163.70399,20909.14452,8486.275012,9885.752466,8441.353186,5763.222698,7539.841714,14373.18555,26289.11879,13954.95507,31087.78817,27111.07568,26467.62909,29052.23798,27967.65122,32043.20209,35772.64967,Neg
40,M116T6,1.855338086,0.891682103,3.473544766,0.001604612,0.049609867,UP,116.071674,116.0715665,116.0717127,6.23805,6.211766667,6.260666667,39,24,15,37781.215,154308.121,54165.70058,286293.7339,173080.7639,128997.5516,134477.8843,161432.1617,171269.1974,206235.2183,247163.3357,150671.8791,181900.209,211609.8545,145225.8573,170480.412,197902.9772,57754.33622,67677.03458,81823.90668,546273.0656,648020.4696,724894.197,30532.75004,39510.22755,45142.53296,289872.2735,333087.9796,391920.4527,152291.213,178649.8085,208680.5587,237808.6219,277166.2422,309216.1685,319841.9635,365931.2004,416380.2019,162147.2821,176641.9696,201730.744,243371.0816,263295.9486,308642.6612,Neg
41,M113T6_2,1.498677314,0.583689784,3.446986902,0.001616845,0.049609867,UP,113.0356228,113.0355625,113.0356889,5.535183333,5.4625,5.6015,38,23,15,7054.483,46341.51834,11063.68566,69450.98222,29713.28306,37877.5433,43410.05629,50907.03689,42236.46241,46966.65898,48664.91659,36174.95884,62248.22169,75910.91672,39570.84281,42382.91571,51523.22431,40599.54879,30930.37119,45719.10064,122850.5998,130383.1588,141277.711,19121.03868,74080.74282,24280.8173,43642.31478,50140.77297,73866.34901,44179.71417,68762.05613,69003.6183,64729.7027,77211.14783,81101.97991,74692.1325,70658.79559,88982.53944,54191.8265,43854.66215,55932.58427,50760.86877,60775.06676,82343.37312,Neg
42,M108T6,1.855934675,0.892145931,3.440397796,0.001617561,0.049609867,UP,108.0124912,108.0124293,108.0125656,5.79895,5.76135,5.847583333,39,24,15,10295.581,39345.3312,16791.47439,73022.36446,42994.4568,26672.06594,29295.90152,31142.17685,30043.17149,35565.66135,40454.84225,57238.02225,70378.17695,75917.82925,19709.68839,24568.64577,24531.24529,35503.67046,43404.82051,45754.04971,142634.265,154664.6578,171118.5166,8161.486798,8588.67828,11342.20878,92500.1131,101604.0993,105511.7609,57349.75038,64610.88305,68268.4229,79034.16283,92916.45534,97790.05257,42045.02187,53067.6821,53943.27222,70678.71868,77618.27528,84606.63136,32175.75886,40796.33413,41509.53895,Neg
43,M337T1,1.460719115,-0.546678786,-3.394005889,0.001676256,0.049609867,DOWN,337.1662924,337.1638952,337.1683866,1.3031,0.744208333,2.140616667,52,24,15,108510.953,607157.0058,145224.1786,415656.2336,206547.4275,873469.1635,623843.577,512699.8074,736209.7002,607091.5204,583444.8214,816600.5764,539765.3027,493036.2643,775873.4302,518897.9618,393117.6903,712072.0763,445346.3494,475886.8456,641654.8424,545196.711,540334.9884,20792.34827,338788.9415,280617.7377,637709.5996,518583.5347,405046.9113,533697.7079,502697.5369,10374.09851,608636.9804,481475.402,446805.1528,692423.8854,518106.3068,419672.1284,461714.8474,17311.92049,347204.3421,520409.4838,473917.1073,12577.09103,Neg
44,M139T1_40,1.428846965,-0.514851407,-3.460691782,0.001708054,0.049609867,DOWN,139.4170884,139.4112176,139.4243236,1.12738,1.08799,1.169216667,21,16,1,1507.106,5666.733363,1522.530097,3965.948419,1444.918152,3937.968378,5072.135941,5909.795,3921.676844,3914.517227,4496.025219,6043.176793,5889.152508,6881.395877,3220.182629,7297.192171,8597.135634,6703.726286,6593.956935,6522.963008,3989.509955,4862.848037,4591.176759,4883.789717,3750.196032,2542.46377,7135.811409,6713.851316,2137.022861,3740.342221,3647.418521,3169.249475,4857.802918,5663.190863,6710.876977,3881.154826,3131.066671,3007.26702,3569.79404,2495.644346,3008.133024,2332.400103,2420.599681,2941.151526,Neg
45,M192T7,2.485031044,1.313263875,3.489920223,0.001712108,0.049609867,UP,192.0488333,192.0487845,192.0488752,6.7497,6.71365,6.788433333,39,24,15,19073.131,47324.55416,20874.87038,117602.9862,95054.10414,36875.92379,41682.72197,45758.88834,56319.35356,61165.26225,73339.02182,38733.66829,45434.05157,46396.22619,67795.0623,72102.40642,77199.07122,14591.78198,16266.3774,16208.49529,285247.622,323271.9697,337301.8345,19903.85146,22270.66747,22857.65305,106842.6544,124994.5988,132343.4059,44807.98937,48295.96031,54585.02067,68475.51572,72639.26059,79782.24155,184184.3343,214444.0698,215638.2005,36234.96121,42998.42156,44327.49949,103617.0248,115089.414,122317.4984,Neg
46,M180T7,1.843813056,0.882692389,3.491105353,0.001719075,0.049609867,UP,180.066484,180.0664391,180.066555,7.389266667,7.3647,7.41055,39,24,15,47953.949,122870.078,29954.82703,226549.454,140470.1333,109530.1935,113351.9134,117914.9322,152566.6074,163295.2988,160844.347,130579.0769,138851.9956,146256.0188,121363.3972,132877.815,134011.6803,70502.62686,74477.80484,76627.46164,486627.8941,528502.8866,546217.2434,29265.49192,33678.49752,30749.78181,234222.497,249652.9891,256438.5461,126655.1714,143081.0898,136906.3112,196903.6732,209569.4822,209301.6342,298362.9386,331683.5003,342729.7898,143424.3521,148598.4183,154581.8946,187001.2457,196565.0305,216466.5369,Neg
47,M259T4_1,1.677069503,0.74594248,3.480656828,0.001748967,0.049609867,UP,259.0223568,259.0221481,259.0243266,4.248816667,4.19305,4.554633333,43,24,15,61808.871,246848.2059,50216.44469,413981.598,226500.0049,154369.5778,162267.111,146953.2886,277282.2007,281191.6499,261983.0436,291300.5435,298040.4446,283934.5152,245960.4157,266341.892,259465.5408,248186.5342,251194.867,274251.4633,586039.4722,586940.0504,620916.1715,97003.51297,115870.8968,100220.1633,827443.852,834916.3225,784647.5147,322635.5786,341211.4084,362342.6582,270955.1981,284719.9669,296832.1199,229462.723,238715.9858,216701.0276,580512.0635,594307.21,642963.9708,305136.5534,342605.4858,352458.4447,Neg
48,M235T5_1,1.504484042,0.589268805,3.38389215,0.001768199,0.049609867,UP,235.0758894,235.0748004,235.07604,4.659316667,4.5754,4.770366667,34,21,13,4270.73,13673.33008,4083.498767,20571.30692,8546.877197,11019.21005,12489.54282,15801.49781,20697.65967,18064.23295,13902.07368,16537.91903,14058.83658,16581.15533,16641.86476,15944.16918,8991.30255,9130.297631,9229.19735,6010.991873,17658.06807,33484.37222,27996.03066,5868.304022,5909.013781,6624.364467,28485.04861,32884.01966,27811.06365,11337.61947,14564.4292,13876.56922,30129.22967,15359.91744,30078.41971,15658.25331,20216.85302,18341.63019,26685.5298,25802.69241,27518.81277,16257.50317,17301.40205,23862.21951,Neg
49,M307T1,1.371340468,0.455586799,3.432945014,0.001781671,0.049609867,UP,307.0257639,307.0254121,307.0260887,1.126896667,1.064836667,1.167573333,39,24,15,3428.085,10981.53527,3621.769587,15059.42372,3588.486283,6378.380711,9701.1537,6369.937517,8286.256103,7747.59978,6957.296844,10080.43715,12783.49823,11702.95462,18521.87647,17035.24581,12424.48538,12441.03091,12702.55088,11590.32494,9457.099285,8548.462268,10071.15646,16510.92098,21997.81926,21441.62536,13425.18148,12889.31008,13111.70957,15385.66216,16800.00668,18896.51471,11997.56255,11493.62783,10366.81036,16351.36491,16765.44616,17718.24106,15305.50219,16343.23014,14375.84273,16457.73787,18845.11639,16870.2187,Neg
50,M389T25,1.974365621,0.981389179,3.435605766,0.001801528,0.049609867,UP,388.9385725,388.938203,388.9438674,24.6905,24.55033333,24.87333333,37,21,15,2958.234,12255.10705,4756.036719,24196.06204,15928.94271,9892.43246,10235.68931,10798.82519,14859.82068,19482.24594,23552.11742,13121.06845,15306.50242,14846.07628,7346.38249,11060.05061,9046.510185,10705.19789,5471.557621,8102.12877,59377.29179,57070.43407,52331.11617,642.2634869,1970.759177,1603.596676,32143.28821,33801.62139,33053.31138,13738.25302,9353.076447,11907.71653,21403.6073,19971.49585,20307.82377,30238.76409,32719.9458,35392.79487,18588.32629,19506.3259,21289.01702,16716.38301,18308.69552,19269.58114,Neg
51,M135T24_4,1.439345235,-0.525412672,-3.371156212,0.001839713,0.049668041,DOWN,135.0815764,135.0814861,135.0816396,24.07191667,23.972,24.1605,38,23,15,2111.266,42295.24695,10447.57659,29385.0606,13316.81091,57842.4787,23945.81217,46748.57514,51183.6946,45422.16914,25336.94838,50124.79363,27410.58904,44081.34841,39500.46913,53856.02851,43367.4308,50409.0171,34868.1406,40331.20889,37686.35052,16239.82953,18402.98907,17411.57619,34854.82936,10079.79891,56532.34146,24752.47996,12531.8714,29519.53709,22466.68811,28905.75796,22981.36654,26971.91318,34959.26569,11078.57455,49192.41844,18922.70173,31379.36215,29721.77101,29356.1645,49995.81032,55826.05992,35471.99677,Neg
52,M143T1_30,2.000647959,-1.000467328,-3.38364131,0.00191303,0.05036708,DOWN,143.1446615,143.1393469,143.1526853,1.1295,1.082433333,1.158813333,21,13,2,9770.367,31767.94849,13779.3192,15878.82983,15014.5216,39379.99935,47030.03343,51709.62949,42911.93804,40272.07894,37589.14969,24880.58991,32237.52947,2613.214405,4124.431837,25358.23571,27573.14174,31235.54515,34947.47034,34656.23988,30505.96141,33500.45103,41443.99313,2500.577233,3275.671964,2812.47098,20916.81355,31802.60055,2810.533537,2358.625268,2337.166177,28417.1137,26779.44624,32907.45136,41804.09201,3912.420048,2700.373574,2401.202815,3862.093734,26724.48513,28888.47346,2128.125846,4023.459895,2278.313216,Neg
53,M120T25,1.418799993,0.504671228,3.338082652,0.001943226,0.05036708,UP,119.9469864,119.9469474,119.9470346,24.60633333,24.30533333,24.81966667,26,14,9,2740.751,37690.79836,10604.76992,53475.70444,18887.15043,25860.5329,19108.02152,25303.88839,26740.53033,44878.97261,50714.21147,36922.90557,38613.95377,46051.64621,36588.05195,26435.89335,43279.7964,44679.97487,48133.66797,52049.92812,35322.9114,84180.16814,99239.91417,66389.55133,78968.91695,71597.98652,65125.39132,65479.4046,73556.04846,31424.60113,36775.57979,39945.16629,42640.21569,53604.67234,60604.2679,49200.55443,52526.66299,59592.39768,30832.31756,38719.15731,39108.00984,34922.25485,35943.79012,37716.96568,Neg
54,M199T6,1.640966257,0.714545574,3.35195128,0.002025021,0.05036708,UP,198.9177412,198.9176435,198.9178932,6.236733333,6.033333333,6.884016667,33,21,10,3340.464,67006.05842,22679.54895,109954.6809,55831.75737,39277.75791,46453.26946,67801.22493,38933.08382,87066.32273,64204.84303,72138.26053,43131.1365,107217.9976,65260.99068,102618.0223,91821.07327,41221.16013,64624.59767,73321.13576,150048.1886,93999.82021,202561.0911,49965.67985,110011.8335,63460.38279,68062.99773,123153.2333,127104.0157,79893.93139,103538.4652,62634.42467,121649.9289,84454.66125,90891.52909,93370.00326,152829.0168,289826.2016,35208.25927,103152.4748,110283.6376,58229.47659,81471.31401,183111.7748,Neg
55,M131T6_2,1.977059928,0.983356602,3.421582878,0.002035899,0.05036708,UP,131.0461494,131.0459813,131.0462001,5.545858333,5.49545,5.590466667,36,21,15,10530.246,37530.73571,11142.33802,74200.51362,50576.24725,32694.24836,42449.72076,47262.04464,37915.04863,42886.38694,49681.24933,40160.15355,43720.54791,49530.51663,32713.99864,43117.75756,45592.04669,16389.42717,17413.70702,21434.18182,175797.8447,190644.2571,206372.4538,21437.69068,18633.09978,17599.27867,49222.63499,56931.50813,51424.86783,42205.97465,49440.48289,53897.18257,72415.50135,90250.84963,86433.82984,84236.10506,95567.53909,98960.40554,40256.63582,43794.05337,47773.86984,53758.21078,62617.65523,71140.39561,Neg
56,M462T4,2.225546259,1.154159488,3.427354418,0.002048508,0.05036708,UP,462.0902257,462.0898758,462.0951461,4.460433333,4.353433333,4.544433333,19,13,6,3917.99,6261.175799,2129.968233,13934.53638,10632.06672,4524.646818,4823.417844,4564.574818,9998.042214,5615.549987,4442.064391,7200.92341,4799.06751,4364.993599,5778.458412,6262.301811,6614.02685,9587.185998,4855.978314,10486.40501,47003.28427,25594.08824,15702.51582,5102.339766,5342.863287,5249.56648,24984.63161,26927.94777,20923.39322,6162.646082,7017.227035,3826.469558,12372.89425,3054.761367,8829.459216,26639.83806,12743.33784,17257.89395,9778.512908,17174.26551,17145.88139,4858.377073,4394.794594,6341.883801,Neg
57,M765T25,1.45471377,-0.540735316,-3.302532115,0.002136146,0.050866298,DOWN,764.5396881,764.5321695,764.5428609,25.1865,25.001,25.56133333,19,12,7,4657.449,39401.93083,8543.632744,27085.69318,14730.9232,52339.18224,54923.84285,37685.67237,34887.92985,33618.16643,41212.58923,51829.76439,30350.44996,33333.05064,41690.58604,34594.60222,38159.79668,43917.83976,38203.91882,24281.57095,5119.402701,13194.0807,13045.76903,9128.629664,15569.35686,5977.854955,20119.94832,25253.23174,18999.71417,45539.90863,48603.80133,41947.87952,35654.14488,25108.58393,13444.08172,46447.17835,40562.86278,37472.13194,29501.89954,33619.63495,7489.73088,52478.49689,34220.23908,31558.07372,Neg
58,M474T1,1.818659421,0.862875395,3.302149811,0.002170301,0.050866298,UP,474.0005899,474.0003053,474.0009986,1.12051,1.107686667,1.147103333,18,15,3,1504.125,1747.904437,1634.40539,3812.180596,2259.398227,0,798.7930373,2184.540752,0,1312.626843,799.3986887,318.980077,1946.038949,4281.525219,407.8506243,2749.691512,5274.577539,611.1478682,1766.236756,3767.158686,516.6005151,1123.6326,2984.60821,3210.9953,6393.462805,7578.595535,1533.983551,2699.21735,4853.169315,3044.291716,5859.320635,8035.294043,1045.141199,2599.469439,3004.98057,2456.797465,3982.904787,6480.123619,1534.568605,4455.046269,6856.547562,1684.090407,2873.534733,6685.958067,Neg
59,M164T9,2.137270579,1.095769565,3.40514172,0.002179642,0.050866298,UP,164.0716347,164.0714497,164.071707,8.53625,8.472633333,8.6845,24,18,6,7655.254,47831.75486,14763.07694,102229.4024,76001.39486,36272.45842,38756.8894,51709.81119,57714.8399,70971.19358,81576.39092,46637.00778,47763.7498,59147.80484,39587.2081,46006.08318,47692.4666,27729.55899,32269.69787,33641.16237,237130.9034,292867.9576,286524.7822,16329.99631,17550.19103,19183.03412,96048.63501,114971.4806,133297.5498,50200.68471,54201.35186,59419.88636,82424.61104,95436.53783,111007.3561,106136.6392,142598.377,158843.1389,53331.54034,55103.73596,59807.40648,67816.3803,66368.0784,76905.40329,Neg
60,M127T25,1.935410452,0.952639559,3.389375967,0.002240385,0.050868777,UP,126.9050126,126.9049741,126.9050637,24.68366667,24.62833333,25.74383333,37,21,15,6960.674,27695.9241,7481.999319,53602.98098,36230.16509,20715.88429,19023.23944,25012.28191,38139.81475,43239.97831,39358.33824,26564.35942,31349.72144,31509.33103,21690.18739,22312.74032,27722.58172,23531.35217,21393.25651,23875.79449,124426.6048,136069.0681,137031.9601,10898.46048,10364.92098,10796.92891,66411.40932,75155.22121,74459.19195,26138.48766,27189.41835,26773.03289,40132.26549,44779.96342,46474.62196,63456.80346,67675.63125,73772.83646,38459.14126,38596.32844,43633.82071,33431.44506,34925.17673,35418.80462,Neg
61,M163T7,1.749906379,0.807277739,3.414841317,0.002253638,0.050868777,UP,163.0399064,163.039779,163.0400204,7.398575,7.335183333,7.41055,32,21,11,3720.295,7769.356753,1063.319196,13595.64694,8249.552632,8874.874474,7496.824925,5663.775864,8836.365817,9323.9599,9073.454238,7746.149761,8233.630156,7896.924046,7257.35985,7400.8494,7463.619046,8412.618151,6187.356974,6672.58869,29575.4079,32739.70974,34019.44044,6471.476538,5147.683369,4442.57973,12373.90642,13812.7409,13104.189,7313.826306,8849.55435,8098.070473,11363.79618,10406.42981,11956.03951,16264.11598,20361.66093,20702.3163,7376.330787,8072.398361,8618.473267,11646.82356,11129.9755,12448.58126,Neg
62,M471T5,2.503517244,1.323956393,3.367441174,0.002303659,0.051159172,UP,471.1485316,471.1479452,471.1550824,5.497683333,5.363533333,5.611183333,41,16,14,9285.247,14661.74856,7186.138569,36705.94036,30754.89982,7800.238458,8821.040328,10777.54738,26334.87664,16992.10524,30157.35618,20722.96732,11302.15556,23685.99762,7718.093252,9811.257147,10267.85684,11797.70119,11337.75321,12399.28208,99531.72437,70179.53036,85401.20987,195.1464897,799.8664035,1025.957238,69259.5362,79132.62289,95769.61338,12435.46943,12343.62307,9665.134373,31297.64147,16688.48799,14131.66114,38735.31216,41066.38988,51071.00171,23838.07897,34941.8373,32092.09816,18886.22595,20016.1341,22438.2657,Neg
63,M253T24_4,1.318356519,-0.398740567,-3.271562677,0.002420313,0.05289664,DOWN,253.1449023,253.1447133,253.1548123,23.97233333,23.94066667,24.02033333,40,24,15,11643.647,258536.4707,52366.5947,196105.1255,65971.78969,242925.6013,328814.5404,301531.9276,262080.3802,212249.8413,246049.2205,259354.7055,262725.1962,283128.0947,258523.1177,250270.1684,288481.2684,102114.8395,267244.6528,312553.5056,226158.8337,95656.68688,243931.5224,226495.0799,124371.1635,153666.9038,108376.4231,250229.3072,267116.1185,219609.0001,147817.9933,125484.816,113584.0679,239452.6399,259306.0707,107018.2255,263396.6376,259567.12,283996.3743,109739.3853,241725.2137,233405.6543,142055.5624,264362.2125,Neg
64,M153T4_1,1.802269889,0.84981507,3.238409604,0.002628856,0.056556675,UP,152.9955934,152.9955265,152.9956498,4.432358333,4.3684,4.5129,38,23,15,40362.566,118015.8541,58297.9654,212696.4202,122788.6568,59598.78382,58733.31395,67687.93308,206541.0665,226733.5236,217039.1751,86601.57191,87117.7061,89448.21837,86496.45505,75550.86063,84412.99162,132305.7914,156160.3606,135810.0599,286580.4451,265564.5574,259927.2389,38712.8188,42261.65498,45151.36893,380288.1081,473855.0861,472312.0849,68141.54411,69418.43697,80593.57065,235706.2081,296478.9028,249679.1116,227571.7241,233631.1736,243799.526,232185.3239,236235.9276,235759.15,142158.0188,145713.7522,142988.3519,Neg
65,M148T7,1.790055482,-0.840004304,-3.229871558,0.002682757,0.056828354,DOWN,148.0436756,148.0435814,148.0515338,6.577233333,5.65805,7.251883333,24,16,3,3546.823,86002.97298,31768.86516,48044.86443,41230.15578,101551.9761,106803.256,108113.6687,93471.80232,95053.54816,11208.93494,88779.94991,108950.9317,36109.71591,31516.75876,102569.0476,103583.913,99195.40549,101584.5694,101551.1166,22004.82926,29169.82504,34259.07816,101925.1509,103766.4783,103793.3006,10339.94598,14329.91225,15924.15623,99352.01253,103228.7939,103238.53,9198.836938,11339.58751,13314.71994,11686.18841,13314.06354,16753.56109,47076.51334,35000.5609,109190.2765,105002.112,28291.38502,11576.92796,Neg
66,M241T4_1,1.762142616,0.817330691,3.26996396,0.002806743,0.058553896,UP,241.0115101,241.01097,241.0118359,4.231941667,4.166383333,4.390833333,16,13,3,1741.64,4695.968788,1435.806341,8274.966722,5045.019506,2181.350692,2971.294539,3375.988159,5019.17102,4435.209304,7404.449777,4777.936142,6392.111367,6275.217195,3984.30075,3979.550611,5494.318102,5024.934858,3310.020448,5813.678849,13397.59675,7129.628533,8547.731758,1679.609322,708.1080711,1715.451399,21126.20189,15783.02643,12753.09624,5985.887312,8621.712568,6124.865538,5489.890598,5098.642616,5262.827219,7165.400261,4581.425864,3694.635589,12437.84495,15919.94426,12843.46345,6764.419969,8343.690284,7424.100435,Neg
67,M143T1_24,1.382139237,0.46690296,3.299125273,0.00288103,0.058729246,UP,143.0207148,143.0111828,143.0209094,1.127293333,1.064836667,1.158813333,42,24,15,27125.02,159041.9886,60037.72903,219818.1728,48760.17762,129085.5955,130856.49,142006.8476,126927.3856,117057.8822,119543.743,188912.4639,190620.1991,190470.875,246059.7102,2794.958748,240432.5633,199171.6102,174547.0733,187142.4318,139944.0389,130215.4019,138817.5403,305317.5005,298622.9519,283126.9292,215807.1884,202543.1762,206659.4179,243334.269,245437.0718,250498.756,167321.9241,159680.387,159482.0228,252740.7092,250193.8958,236055.6132,231056.0137,230804.1666,247137.8425,222163.5226,235830.6384,222845.1689,Neg
