,name,fold,log2fold,tstat,pvalue,qvalue,updown,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,3M_pos,29M_pos,maxint,mean1,sd1,mean2,sd2,3M1_A4_1,3M1_A4_2,3M1_A4_3,3M2_C1_1,3M2_C1_2,3M2_C1_3,3M2_D9_1,3M2_D9_2,3M2_D9_3,3M4_E1_1,3M4_E1_2,3M4_E1_3,3M4_E2_1,3M4_E2_2,3M4_E2_3,29M2_C1_1,29M2_C1_2,29M2_C1_3,29M2_D8_1,29M2_D8_2,29M2_D8_3,29M2_E4_1,29M2_E4_2,29M2_E4_3,29M6_E1_1,29M6_E1_2,29M6_E1_3,29M6_E4_1,29M6_E4_2,29M6_E4_3,29M6_F7_1,29M6_F7_2,29M6_F7_3,29M7_G7_1,29M7_G7_2,29M7_G7_3,29M7_H9_1,29M7_H9_2,29M7_H9_3,Mode
2077,M485T25,1.058969327,-0.082660802,-1.119245287,0.274022842,0.286106045,DOWN,485.3472978,485.3468945,485.3475377,25.442,25.34783333,25.59333333,43,24,15,13040.491,113466.0202,18695.00708,107147.5984,14340.41955,83476.86997,132000.4141,82548.6445,135862.9845,128149.6534,114508.773,138728.5077,110325.591,100052.8058,104455.5225,106202.2611,92908.7765,136949.6031,118395.5098,117424.386,108920.6167,99758.89016,80718.74673,127411.0731,114052.8568,101776.5291,108693.7381,115809.686,103155.8677,129324.1477,98299.45233,105265.3253,108166.4396,113153.6135,97282.02731,130034.3104,116676.0978,96270.21486,100433.5179,108368.1586,113274.2973,126531.5014,69447.57548,98717.67875,Pos
2078,M789T1,1.129619569,0.175836987,1.113123289,0.275035745,0.28702542,UP,788.6152775,788.6045232,788.6159394,0.689521667,0.038365833,0.81845,33,17,10,933.171,8400.593321,3050.190601,9489.474609,2842.562479,10002.84258,13213.4491,7794.318553,12927.55827,5349.884164,10990.00183,10296.26033,7277.561205,5062.544556,11816.57655,4256.387001,8000.657048,7460.949029,7783.522437,3776.387174,7248.090124,9635.26149,11920.32025,9347.044529,9079.408657,6922.214356,10513.45376,12723.83919,5033.557783,12820.29317,10379.84678,5501.62554,11365.31993,7265.029069,9195.074665,5017.879469,11727.96966,16358.06152,11844.18723,7017.215506,10153.61995,5926.277454,9413.44333,11338.35721,Pos
2079,M283T7,1.04350981,0.061444164,1.105655469,0.276524519,0.288376519,UP,283.174925,283.174651,283.1752732,7.43745,7.206533333,7.6612,39,24,15,1640.976,9162.713171,695.5645402,9561.381082,1531.727214,8534.892797,9753.495099,8872.177021,7954.014698,8899.21741,9206.695588,9635.212994,9068.954236,9098.089876,8981.996024,8164.743357,9471.966154,10493.6937,9019.868647,10285.67996,6442.354691,8553.823464,8503.209883,11091.89169,11473.116,11761.64316,11334.9614,10233.64848,12228.56671,10141.44942,9823.479706,8284.385088,9156.773957,7650.111133,9353.744632,9011.322961,8355.429007,8741.004094,6931.947038,10644.36062,11449.19093,8850.284759,9651.231641,9805.215514,Pos
2080,M247T24,1.142838641,0.192621721,1.104396909,0.276596363,0.288376519,UP,247.003883,247.0036968,247.0040785,23.9905,23.91866667,24.07033333,39,24,15,3198.316,15789.24109,5107.111466,18044.55483,7638.992055,11462.61064,13142.36467,18965.06322,11384.25508,13910.3657,24928.96519,11342.48653,18471.05971,23947.85291,12027.73024,16186.53143,19690.49411,7677.691844,12864.93083,20836.21425,18598.10153,21371.25235,33834.9636,5923.189031,11319.85534,15033.24452,10217.36676,19443.72919,26109.9823,11598.0275,18306.79983,23624.77025,13082.25734,23955.79638,32295.10917,14248.43854,20142.79117,30198.88444,5358.59375,14908.29161,18104.31714,9654.579371,15775.7361,19963.23863,Pos
2081,M177T3,1.106382477,0.145850213,1.106378262,0.27720335,0.288694157,UP,177.0069634,177.0069084,177.0070373,2.765366667,2.364683333,3.388033333,35,14,11,5423.556,106057.3378,30632.47637,117339.9802,31536.22101,189823.6571,67924.813,129181.5333,112389.6094,83006.11573,113883.1679,92795.44999,104305.1937,115002.4924,69914.54096,105611.8956,108822.2786,68639.55832,101119.6831,128440.0785,54948.65059,107227.3963,121977.5222,103765.097,126867.1407,141710.5559,157376.1618,174717.9448,91615.77518,102202.0007,109766.1637,122005.9638,85797.29198,107099.497,123912.4419,98474.37819,77902.28286,110308.6658,106754.9925,146558.3437,170204.9549,94721.0363,183191.3485,97053.91819,Pos
2082,M383T26_4,1.124523419,-0.169313707,-1.103299171,0.277451072,0.288694157,DOWN,383.351961,383.3507074,383.3525878,25.9935,25.8975,26.076,35,22,11,2366.379,12352.83992,3388.26708,10984.95568,4303.798564,16006.74755,14776.85741,12700.20666,12072.68231,8624.345829,13057.21788,14084.56749,2557.930232,15408.7145,12170.61624,13637.25035,9561.42511,11895.56291,15004.78705,13733.68726,8490.205947,9230.411003,12907.1854,7524.475535,16448.45418,10972.95863,2958.866981,9693.047079,14669.72958,14363.08075,10753.70154,14327.12893,14533.79542,7573.130671,10400.48009,7626.366161,12195.22983,4449.482244,7732.473487,9127.58524,19368.19558,5086.507711,18424.92364,14781.52064,Pos
2083,M341T26_2,1.128301265,-0.174152329,-1.102317644,0.277458489,0.288694157,DOWN,341.3050366,341.3047449,341.3060279,25.97658333,25.76516667,26.02716667,40,24,15,8332.148,53953.78481,13659.30385,47818.59819,21093.3653,67012.91541,60360.46031,62437.11283,24698.02749,75231.97996,71158.62858,51648.44699,48744.55062,49234.83579,52125.60491,58904.44619,59130.71502,42172.92825,32146.17505,54299.94479,32025.54249,32668.85566,17115.75627,95380.19051,90165.67488,88411.00793,19053.84609,31751.13252,23049.19844,49574.3009,46067.9284,47461.8988,41842.94955,56575.5428,66272.72035,34015.71336,45468.97442,51931.36727,28632.51178,45027.47202,43640.24702,42853.21908,54117.10649,64543.1996,Pos
2084,M159T28,1.121871624,-0.165907598,-1.108652114,0.277644053,0.288694157,DOWN,159.0652571,159.0651374,159.0653705,28.20058333,28.13966667,28.26583333,26,16,10,1154.298,20944.94474,6598.896616,18669.64481,5604.901563,24677.73268,29592.1759,32928.91379,15889.82142,17071.95499,15953.08,16016.36024,14523.65072,32854.07874,17827.92339,17909.84748,17620.95955,26377.29985,14241.57184,20688.80056,11582.9453,13621.68995,19580.61395,17974.45095,31546.64752,19397.56998,15350.99866,13235.89708,17247.84472,26706.9518,17329.99215,17719.85204,13990.10329,13558.09961,15044.9165,17948.01125,15934.19788,28685.11455,17516.77485,20957.06134,32089.3313,18835.11241,15946.91048,16270.38785,Pos
2085,M271T24,1.082315746,-0.11412144,-1.101831497,0.277670308,0.288694157,DOWN,271.1178235,271.1172139,271.1184425,24.19833333,24.1145,24.28683333,39,24,15,1829.184,19715.40485,3349.114758,18215.9457,5147.939073,16819.221,22617.87814,25796.37061,18830.57723,19952.52122,24782.99022,16025.83057,19968.0735,15018.74618,18119.14625,18893.14917,22532.58742,15904.94559,22951.81525,17517.22038,8945.480588,10296.80768,5697.697026,17868.52796,21369.22816,22071.14098,17574.75958,18027.01354,12651.78333,20233.27935,21374.09625,20728.77083,12287.15123,20214.28082,18981.46992,19060.91446,19947.25864,15743.76194,20144.24919,22568.5074,29721.92218,18734.07037,22314.13146,20626.39379,Pos
2086,M745T26_2,1.224630088,-0.292346035,-1.105727841,0.277936706,0.288694157,DOWN,744.5596169,744.5585429,744.5604718,25.81783333,25.68083333,26.10933333,24,14,8,19242.455,22639.9351,11575.71991,18487.16222,11141.34728,50277.47976,25743.46247,29628.83942,10310.80709,38694.79462,17634.2872,18854.90787,15195.39321,17094.3256,31577.46978,6087.833016,13586.41033,18259.78122,28911.46132,17741.7736,19746.27924,6661.013347,6505.261584,8028.362209,15180.1336,9788.485843,11444.26088,10884.28132,17109.08613,16874.25542,32415.91052,20019.87717,13801.12904,5980.209775,30522.31754,14689.60949,10260.99009,18559.24173,21796.55555,16417.99315,29034.56414,22871.77683,29196.6639,55903.63468,Pos
2087,M181T0_1,1.139175799,0.187990403,1.105616751,0.277962553,0.288694157,UP,181.0859805,181.0858581,181.0861001,0.126685667,0.066178333,0.271683333,37,23,14,1195.977,16750.00002,6803.866562,19193.34633,6568.397009,18598.14977,20254.77231,28148.48406,15356.56608,24250.02487,13442.16614,21248.98218,0,15139.21782,9302.745793,13656.6824,16650.44926,23274.48417,12715.99417,19211.28124,23748.27165,14986.257,25320.66478,22290.34074,23227.00181,24215.23934,22331.76875,10162.18115,19893.99975,9493.597393,17530.08555,10365.97029,27480.39815,16978.78551,24685.52949,25100.88451,21758.25534,24501.41759,13733.43154,21103.24024,23013.57666,21441.78427,0,17277.63039,Pos
2088,M638T11_1,1.286315937,0.363245032,1.102284394,0.27796603,0.288694157,UP,637.9725675,637.9712802,637.9749512,10.66231667,10.45383333,10.88433333,20,12,5,6521.239,12946.91482,6488.000707,16653.82286,14285.40931,4785.521177,9161.732881,4767.837266,14360.81791,11468.39387,9525.164634,9745.047946,21070.36758,26052.73911,9703.627061,19402.96156,9314.162837,14090.72845,22415.34971,8339.270274,24405.01504,39651.41125,58497.79609,27475.55443,28909.40119,43697.38376,20726.38635,4861.846541,10520.99083,6130.629729,4711.557101,6180.795684,7973.186749,12300.41556,6120.296603,21144.29422,10483.73358,4854.354071,4247.871384,18694.92453,8557.963391,8917.223891,14330.96109,6297.75558,Pos
2089,M421T26,1.060673833,0.084981082,1.104959656,0.278304625,0.288907455,UP,421.3352137,421.3316052,421.3356022,25.54641667,25.48333333,26.076,40,24,15,6449.891,49021.85875,8313.982355,51996.20282,7956.431846,55527.29705,41780.1492,29813.46888,58393.72076,58872.55583,49621.36359,51178.31356,46304.93867,53643.92156,51950.78455,50488.44985,48823.9685,54091.54253,51410.09879,33427.30789,54014.97949,56424.45335,62411.95182,53845.30643,50354.10025,58833.91297,53280.59025,49351.64543,68907.08731,49989.42773,30358.55957,46625.01468,56000.50979,43474.43797,53994.54676,60221.54626,48873.23538,50462.21612,54523.19468,46233.68508,62841.2841,41690.7888,46974.91706,48221.47629,Pos
2090,M499T11_2,1.287519891,0.364594721,1.100825173,0.2785369,0.288995493,UP,498.900718,498.8989115,498.9019108,11.36053333,11.29073333,11.54246667,31,21,9,8259.981,18709.6123,9564.216899,24088.99799,20658.01878,28079.08679,12780.01891,14449.87012,11918.88165,17354.40885,11639.44338,13367.01591,15859.6793,30952.20227,4118.514372,26236.64801,26553.11698,11241.18,15926.16229,40167.95562,34719.26864,69075.80246,87545.98908,6546.619894,8148.095561,8171.467908,10326.05029,8171.679168,16496.65043,16350.9368,22351.05321,26589.09499,22684.26451,20369.93158,29283.44593,18603.69771,30447.77684,61104.28166,22278.22048,14875.16872,9437.741803,11894.81937,13132.98778,9530.907036,Pos
2091,M631T11_1,1.149463431,0.200960569,1.099828187,0.278655961,0.288995493,UP,630.9212135,630.9205526,630.9218765,11.23493333,11.14553333,11.3377,37,23,14,3303.443,10194.6415,2982.637849,11718.3676,5641.95434,6445.917297,7816.268668,9655.467772,4242.25872,8874.696864,10695.88024,12897.72553,13981.58988,13740.9989,7403.40342,9524.67963,10064.95884,10277.80317,14268.76842,13029.20517,20764.65349,27088.74824,22214.58238,5111.91378,6816.609064,7444.23363,13203.38544,6823.72095,7010.900189,11895.18577,12252.1581,11893.29624,16923.79849,11145.97164,15712.72519,8736.154704,16195.80086,11607.90736,5614.677542,9921.971554,8371.807118,5952.14224,9228.433542,9310.044783,Pos
2092,M149T30,1.093523665,0.128984442,1.100441917,0.279123414,0.289138843,UP,149.0961782,149.0961179,149.0962666,29.55116667,28.8985,30.03416667,31,15,2,1472.973,28764.19662,4312.391495,31454.32971,10661.61983,30647.72216,29869.54026,18171.42121,28516.55147,29919.99343,29928.74022,18751.8502,29340.46738,31888.02637,30521.58546,29739.81467,32013.53194,29502.15833,30320.65051,32330.89567,30036.15747,33416.6276,13464.30997,29272.33045,31007.22676,33042.4787,22539.34427,31583.55533,21628.36752,16750.16462,42649.72244,25464.28166,37132.33405,53703.79132,38361.32934,29475.67814,29800.51134,30307.24293,29439.25117,26002.7297,63798.69931,30103.88348,32136.11346,23787.782,Pos
2093,M538T26_1,1.148030872,-0.199161438,-1.101535131,0.279183338,0.289138843,DOWN,537.534268,537.5271227,537.5415554,26.23325,26.04266667,26.43933333,30,19,7,1883.024,10204.71334,3568.233363,8888.884084,3724.866954,5511.566291,13347.05371,15285.12948,12227.78582,5385.038507,10661.55369,12415.21421,11518.44511,12224.08068,7519.258667,3862.86208,15435.26196,9509.284172,7578.091569,10590.07422,8029.835813,5735.727929,5649.167433,7518.706387,13449.1822,19407.41919,4440.048056,3872.892415,9450.939118,12137.74525,6291.660917,11660.40001,10675.74046,9530.637504,6386.790215,11688.49663,6002.727626,12782.20775,7117.884175,9920.259182,9967.086348,2734.087904,7281.869949,11601.70556,Pos
2094,M188T6_1,1.407489241,-0.493123894,-1.108690359,0.279194174,0.289138843,DOWN,187.7660781,187.7602884,187.76635,5.833966667,5.516116667,6.348433333,24,12,10,2084.88,14701.35297,12467.93674,10618.70726,8759.180927,0,8520.365404,24190.84113,0,8491.544084,18396.30497,6285.024486,26820.30317,40041.29775,11710.57134,11397.9894,38053.00299,4935.150057,8252.892604,13425.00723,20986.91007,25533.83915,19196.63865,209.1486141,6568.986918,9065.903224,1995.785209,6276.110382,10495.02661,5770.111032,19798.18114,29085.49421,4907.887824,27282.41041,9784.711,6279.277133,17159.10491,3818.434987,0,5106.855294,4384.119246,2703.677036,5720.575342,12719.78593,Pos
2095,M305T26_1,1.08846327,0.122292725,1.102100568,0.279422072,0.289236732,UP,305.1383934,305.1381255,305.1387903,25.95966667,25.89516667,25.99683333,39,24,15,2613.356,19396.95886,4783.236258,21112.87727,4644.510699,9963.779589,17412.91733,18999.38434,22777.75244,15231.28112,25821.1509,13897.89006,24962.47712,25339.43588,20808.51006,17736.34542,19299.80045,23165.26286,13503.52159,22034.87369,19033.31752,14609.05091,17658.38573,20229.76328,31323.84643,24327.20739,17601.99046,15868.5408,24561.34258,26473.03665,18673.6952,24561.61407,23121.54764,19951.86271,29354.15555,17885.07964,15570.68214,23334.99766,14512.99694,25386.35863,18469.5896,18704.61392,19241.43106,26253.94796,Pos
2096,M261T6_4,1.631485272,0.706185964,1.099836767,0.279557018,0.289238357,UP,261.1177452,261.1161174,261.1263894,5.695966667,5.389366667,5.88485,27,12,11,83588.141,251509.2549,420590.0451,410333.6452,466314.5228,14372.27866,998277.9093,9139.081063,22066.63064,10255.18474,12250.29735,1110075.504,8216.150173,7238.348661,13103.09649,821233.6909,721497.5634,5144.826044,5314.876893,14453.38618,5387.622379,2378.822337,780866.1503,449622.1974,307915.8074,295397.0354,11711.54753,3745.216984,1019923.588,2950.63897,798313.5049,779457.2054,1162993.673,11373.11428,951800.1505,3287.708664,901941.7476,5170.805244,9733.156334,12084.21577,1145971.619,1173587.603,5533.8018,6860.552358,Pos
2097,M112T24,1.269404162,-0.344151477,-1.113594469,0.280080449,0.289641726,DOWN,112.1123313,112.1122874,112.1124263,23.9005,23.85966667,23.952,30,20,10,2635.962,25677.86498,17737.98714,20228.2817,8446.202847,7438.153184,16671.87951,23732.72185,7132.082446,27815.92625,55962.38726,7291.786775,30610.80032,35274.61464,6434.991799,37333.72405,62006.81045,7748.444398,23343.44862,36370.20309,9018.479291,20740.41514,27760.49114,9801.855755,21602.61931,23542.57756,7517.764449,23058.74639,36499.25425,11323.242,24020.35439,26238.56305,11822.82721,27242.15973,26933.65719,7452.252794,15630.83467,25207.66644,18697.25722,27981.48734,33640.14258,9534.200792,15538.01253,24673.8997,Pos
2098,M345T27,1.182335235,-0.241639151,-1.100037531,0.280598252,0.289894703,DOWN,345.2094575,345.2093665,345.2099288,26.98991667,26.6625,27.17733333,30,18,9,12321.189,233204.0403,101933.6835,197240.2017,95013.98421,249773.7794,78693.2854,291317.3975,385311.4262,205740.3414,350613.8513,117165.7963,212567.7518,183465.4658,194065.8119,381422.4813,201859.1539,193994.9778,88598.057,363471.0276,195558.8942,291534.8855,193578.5799,345891.7888,124426.5495,94776.7361,94043.57045,310253.0403,125881.1524,208500.2995,102667.0751,97832.61593,201023.5942,341376.0978,131859.0017,364198.7522,306337.4816,329800.4558,137721.9661,86744.24181,107205.5113,116196.6973,216037.4335,210318.4197,Pos
2099,M184T1_3,1.179651832,0.238361119,1.09732741,0.280693334,0.289894703,UP,184.0623065,184.061967,184.0733731,1.222476667,1.019213333,1.36969,73,24,15,13682.144,101160.2899,27674.0519,119333.9213,73195.69766,77477.95424,40629.29072,71300.03124,95806.90326,108854.2105,119978.7946,126530.7114,120779.6871,122730.0441,78653.37417,123252.786,72811.50675,109771.9581,105495.9965,143331.0999,82731.4003,69332.32639,69724.58151,260169.0653,284861.9818,286485.5213,127458.0223,88350.24385,92287.86117,43487.84915,52022.22297,53715.4933,111491.8193,86295.21308,134128.5586,111717.7564,55890.83113,54863.90904,154854.5044,175746.7369,176338.6233,67447.63018,60791.00229,163820.9576,Pos
2100,M277T26_2,1.114330605,0.156177322,1.095269901,0.280726112,0.289894703,UP,277.2160819,277.2158779,277.2165296,25.96925,25.35016667,26.08666667,52,21,13,3253.686,31819.28345,8816.413471,35457.20138,11849.34579,26154.64817,32971.45602,32803.44131,45814.8859,39258.79265,33551.42349,32695.58405,30362.96248,16361.34116,35291.63917,18034.58165,32962.8128,34192.46597,46524.73256,20308.48435,36955.56671,35478.26961,31432.86935,38751.56396,29355.89182,43650.23965,23732.66784,43120.96753,20977.11147,35135.84112,11857.66894,31186.33759,55986.0664,27153.306,51077.61996,41448.16188,28749.00538,40807.65002,30036.37249,29757.26463,40288.48851,67541.00732,23143.45127,33349.44355,Pos
2101,M318T2,1.076661336,0.106564522,1.111504797,0.280899293,0.289935476,UP,318.2190133,318.2186852,318.2194621,1.710266667,1.49274,1.828733333,38,24,14,2039.889,28749.77684,7179.647524,30953.77316,3448.05968,20321.91964,20850.26072,36521.84667,20282.76997,39391.74769,34127.88517,21918.34714,31359.45232,35671.99683,17708.71921,32820.402,28839.48566,24497.38944,31070.28609,35864.14404,26902.99336,36062.6456,32856.73459,29270.22421,27413.21811,25831.17079,27898.6403,34739.95473,30437.43826,37492.81697,32167.76675,31836.51113,34654.23729,36642.96705,32099.6478,26385.60344,32528.98309,30525.77354,32703.45227,32640.35955,28277.05981,29240.57802,26519.44453,27762.33455,Pos
2102,M556T25,1.292777975,-0.370474525,-1.112040051,0.281450488,0.290169331,DOWN,556.4428862,556.4364367,556.4471146,25.04825,24.946,25.69683333,68,23,15,8840.521,22108.38773,16539.52017,17101.4576,6988.928167,65423.11127,11600.77629,9056.003029,48697.61774,15186.02882,13969.61103,36767.79545,8122.499949,13701.57206,29862.09024,19560.12067,6500.507713,16815.89342,19029.41035,17332.77796,30110.73983,19837.83613,9028.632704,22376.48882,20643.27859,18810.03405,33223.99582,17211.84736,6292.083915,21441.86459,12711.34113,18170.66772,18944.52513,12563.91083,13758.51602,11106.40775,17455.37699,8413.73314,21494.74823,12066.24242,16349.22366,26983.24433,5661.21461,15779.02864,Pos
2103,M690T25_2,1.186095933,-0.246220701,-1.100736384,0.281643262,0.290169331,DOWN,689.5298571,689.5295662,689.5307078,24.778,24.7225,24.8225,24,13,11,2095.347,12498.91868,5861.355017,10537.86489,4605.234357,20816.53932,11875.71212,6127.578923,23892.22798,11915.96389,5715.602895,21632.29825,14285.41826,7541.875612,15381.59402,6969.745775,8441.112994,14007.2448,11329.52292,7551.342451,15224.95998,7799.12629,7630.307755,16052.03296,7803.588226,6730.470828,17827.14331,11902.07783,7917.545024,16682.11553,8951.954033,6564.449594,13935.56958,5995.383333,6818.397467,18527.55181,7299.857852,6608.005269,11063.10258,5663.34273,6988.322926,20382.93787,11143.59066,7396.923801,Pos
2104,M1009T11,1.153462091,0.20597059,1.093599947,0.281676234,0.290169331,UP,1008.993502,1008.991794,1008.995406,11.08596667,10.98903333,11.185,27,19,8,2179.392,5389.065205,2080.996194,6216.082419,2607.005221,1373.232052,2491.504706,3729.84689,4868.507269,6372.216268,5480.749678,5497.993641,6733.121261,6050.191138,3418.81731,6662.7687,6968.704025,4201.580736,9257.382181,7729.362214,5800.502015,9860.611029,13981.93847,3163.50957,5036.00333,5246.492306,6158.44995,8598.537388,7300.714201,5951.163926,6782.240465,6541.484744,4680.1249,8050.938717,9800.778024,5329.801907,7779.036926,4265.177818,1846.354692,4507.216864,4848.312005,2661.449271,5938.064832,5057.074711,Pos
2105,M591T0,1.140344956,0.189470308,1.097911493,0.281772283,0.290169331,UP,591.471889,591.4704471,591.4725455,0.324530833,0.065424167,0.6349,22,10,10,1347.580688,19308.74802,7789.228203,22018.63341,7009.645669,25156.42963,11266.34814,32128.18034,12262.89421,12336.87108,12949.21425,25461.52766,14082.7885,27845.25418,6950.440855,25358.68741,29372.06424,20618.75315,15226.51078,18615.25592,24941.0687,27267.77055,20432.78944,26567.0688,16350.76966,11830.08056,25947.26185,29031.86304,11747.64236,26367.66772,24426.86839,6917.138723,27057.28688,27260.12336,27290.17631,19947.92682,30457.94812,12810.0122,26664.55466,7976.408016,19555.09296,24812.52347,26153.68102,26633.47831,Pos
