,name,fold,log2fold,tstat,pvalue,qvalue,updown,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,3M_pos,29M_pos,maxint,mean1,sd1,mean2,sd2,3M1_2,3M1_3,3M2_2,3M2_3,3M3_2,3M3_3,3M4_2,3M4_3,3M5_2,3M5_3,3M6_2,3M6_3,3M7_2,3M7_3,3M8_2,3M8_3,29M1_2,29M1_3,29M2_2,29M2_3,29M3_2,29M3_3,29M4_2,29M4_3,29M5_2,29M5_3,29M6_2,29M6_3,29M7_2,29M7_3,29M8_2,29M8_3,Mode
271,M367T9_2,1.459885471,0.545855193,5.366170577,1.02E-05,7.67E-05,UP,366.9752972,366.9748067,366.9765202,8.545816667,8.314216667,9.303633333,60,23,24,811287.313,3266279.942,431529.1649,4768394.631,1298557.561,3802210.38,4355112.674,3172890.359,3670413.651,2739046.089,3034778.101,3670052.992,3797669.828,3398348.255,3449576.408,3311852.055,3515923.313,2727986.845,3050894.121,3125243.431,3250472.116,4183335.879,4118284.74,3423518.307,3751339.732,4492240.683,4899998.214,3699428.674,3759269.792,4615801.254,4751554.214,7698886.037,7682535.124,4602855.637,4899942.819,5932042.522,6126723.855,Pos
272,M615T4_2,1.65588173,0.727599633,4.987797728,1.02E-05,7.67E-05,UP,615.1775236,615.1768563,615.1785519,4.097866667,4.037166667,4.141,46,23,23,9007.403,30854.95831,12441.97071,51092.16174,15282.52207,14587.10383,11329.51138,16758.28005,13310.89154,18163.27505,31195.27428,28107.78322,27162.7934,36319.22113,32830.68585,44446.31367,47081.27567,41004.8823,38777.06131,36951.04195,32882.28004,48052.64447,45941.32387,68468.6173,65672.01877,29357.35655,36413.76404,53418.28228,61316.38551,36637.85635,41615.77676,31869.58874,30744.78186,69940.93939,66607.78213,38461.30383,42196.54996,Pos
273,M96T23,2.196597964,1.135270842,5.324019514,1.03E-05,7.67E-05,UP,96.05301638,96.05289296,96.05314164,23.33016667,23.11,23.6325,76,23,24,6314.402,47151.76135,17820.0009,103573.463,48621.47437,58146.96727,66607.95254,42563.43703,49256.47266,32673.06421,28312.0905,57405.08627,103877.3131,47253.97941,60492.85324,35323.16359,50130.60933,27224.04291,25942.08995,41060.06142,41316.04796,42966.91173,100407.0795,36064.05515,46054.43783,128266.8571,145991.8118,42155.93661,39668.6328,130895.8559,162399.1559,129205.7706,165156.8836,134206.2607,78105.67011,143200.6332,180807.3632,Pos
274,M385T9_2,1.424517106,0.510472946,5.206968405,1.04E-05,7.75E-05,UP,384.9476411,384.9469747,384.9484472,8.640133333,8.570983333,8.74965,47,23,24,27649.814,94705.96221,15971.06002,134910.2632,34127.10951,73126.95847,111878.8381,82306.99575,88943.80201,85457.35228,93327.74561,96825.43647,95635.6415,103881.6588,117887.4626,109459.722,137069.839,88314.75193,114330.5354,95569.07887,87329.83779,122669.8417,140766.5528,121745.6818,117168.2014,127714.0865,108009.8264,74951.48467,116659.5602,134151.9259,115472.3022,207415.9732,169280.7513,149597.0373,157497.578,204841.543,157793.1784,Pos
275,M311T23_2,1.674950766,-0.74411869,-5.196785278,1.08E-05,7.96E-05,DOWN,311.2582239,311.2577423,311.2587917,23.329,23.2985,23.3485,44,23,21,81998.891,784126.0663,125505.3135,468148.7253,268868.2037,926375.8025,938971.8964,1043098.999,914852.6972,576362.2427,646684.68,708290.3984,728174.6885,872865.5907,864069.8251,691794.9689,690623.6669,830112.8437,788589.8381,713960.0616,658121.0587,735239.7842,623767.1085,762454.5205,754446.0423,414778.7118,413815.4323,733443.8175,712900.5094,425607.6735,401904.9518,12064.18971,13925.69715,469627.1351,448030.6255,119226.566,134413.1124,Pos
276,M387T27_3,2.741813644,-1.455130517,-4.964465278,1.08E-05,7.96E-05,DOWN,387.3622004,387.3616233,387.3626676,26.69483333,26.66883333,26.96866667,45,23,20,85816.141,543575.3402,251550.8039,198015.2254,224172.3786,216642.9904,248239.0767,819969.1256,989446.1597,715552.3926,849034.8919,332329.2326,381693.5894,314224.9307,443664.6857,502642.1576,664348.3428,783634.7319,991343.6447,750262.9218,728389.98,286316.661,424080.8916,598879.4341,739751.4528,50201.69267,59715.715,478633.5994,649537.4036,64346.34452,62089.25514,200.4622309,0,160681.2336,120823.4187,15936.42126,13691.17458,Pos
277,M798T25_2,2.465082611,-1.301635995,-5.137440896,1.09E-05,8.04E-05,DOWN,797.6251861,797.6223782,797.6282367,24.65283333,24.59916667,24.80683333,33,19,13,12336.677,43443.77331,21162.21918,17623.65818,11786.19087,8519.623467,12409.60061,54084.66099,49832.06616,79961.49968,80960.46143,37860.343,24842.889,34614.22382,47957.40625,41067.686,50342.402,38030.53826,78609.49311,12644.62047,44762.68383,44230.20809,16643.26978,18530.4294,28971.51647,5885.77788,24587.60177,14907.006,31565.81905,6223.362107,24198.62032,504.130498,665.9202094,10680.05009,33427.99391,10539.77484,11348.09806,Pos
278,M339T27,2.567616677,-1.360429837,-4.999534564,1.10E-05,8.06E-05,DOWN,339.2896804,339.2891321,339.290134,26.74366667,26.66983333,26.95466667,40,23,15,12817.131,161815.9467,76113.01164,63021.84751,57676.15929,82719.68523,83822.94744,254975.7139,367632.2083,216479.6119,131222.9531,121907.7386,127170.9851,113077.3804,148160.41,117775.8898,102376.5372,133585.3309,273113.0485,278370.3885,221385.1788,93583.16069,102808.1374,161203.5566,168392.8288,26071.98768,55435.47182,164969.4411,187687.3674,25383.3155,49908.79574,4601.843982,4947.935025,36470.52999,33863.74252,11489.48717,10888.51158,Pos
279,M772T25_2,2.698389565,-1.432098645,-5.16778659,1.11E-05,8.12E-05,DOWN,771.6087844,771.6070775,771.6114814,24.63441667,24.555,24.76083333,32,18,13,13041.622,66084.24615,34407.64874,24490.25412,17871.77142,20708.93282,7849.252394,71460.65667,73050.59309,114722.8619,125994.8315,16119.96318,55202.39285,28327.47853,35614.82462,72204.11694,83901.14981,91307.53423,111743.6198,84524.28811,38260.34068,66198.82974,58391.49763,30595.83786,28997.4287,11773.08587,9624.390149,29137.50619,35136.8824,11000.44269,40023.0896,1392.720241,2410.079972,19638.02507,14824.53636,15168.22228,17754.98964,Pos
280,M204T5_2,1.929938646,0.948554984,5.069117224,1.12E-05,8.15E-05,UP,204.0557572,204.0553048,204.0560592,4.754216667,4.72,4.80485,13,12,1,10872.438,40084.49078,30020.93644,77360.60787,18903.93387,84584.14966,71707.61638,12236.64782,12804.37038,7970.852194,15191.92134,71187.53041,74976.1812,73773.08339,73285.84828,74767.97542,68653.47241,9523.987813,11396.92255,62457.28819,63708.96447,69012.37051,75374.2677,77965.77282,86769.58073,84906.8627,79363.48691,65130.40151,82731.86847,89230.69198,6141.080706,89668.69586,91038.75155,91269.68464,86574.90188,83184.05231,95123.28933,Pos
281,M759T25_3,1.669301379,-0.739244445,-5.09975183,1.13E-05,8.18E-05,DOWN,759.1362674,759.1344192,759.1379089,24.50866667,24.45983333,24.62766667,39,22,17,5195.453,42661.28639,8253.708922,24840.24689,14899.31848,35889.42725,40409.89306,51777.93126,51895.91022,51966.6498,41732.08818,38832.49907,33610.10415,53378.04245,44518.07956,40984.96255,31669.78324,46779.1146,53545.92849,45001.49239,19041.28379,37357.11321,17224.04847,36556.58242,37462.80371,22893.40752,23144.26376,45253.53575,51667.94674,13315.98249,28831.57916,0,0,28877.22387,29960.45195,7969.867605,10710.48489,Pos
282,M95T23_1,1.79970869,0.847763403,5.06175862,1.14E-05,8.26E-05,UP,95.04300197,95.04289829,95.04314185,23.33316667,23.11,23.64433333,71,23,24,2287.993,27890.65272,10977.95602,50195.05006,18445.82277,28374.8506,62192.61343,23263.19466,23016.97542,18428.67557,18911.72886,30419.20862,33671.13863,24083.59473,32057.86023,44234.03624,26770.7368,17276.83053,18756.64962,23523.73359,26231.48594,23052.21613,58348.32146,23183.15393,25930.14388,57798.84943,64706.87609,22763.47121,23403.46575,59963.15282,67559.67339,59316.37784,69728.72134,62123.34948,66624.54778,64456.681,73643.00208,Pos
283,M483T24_2,1.528609136,-0.612219558,-4.977654435,1.15E-05,8.26E-05,DOWN,483.3640322,483.3636073,483.3647291,23.981,23.92983333,24.0145,47,23,24,16113.048,107606.8289,28540.88545,70395.25434,22164.75365,109103.2293,98273.42623,152124.2574,147685.039,88661.76279,76645.10833,70015.75718,74995.68624,172706.0429,163935.7565,105765.4013,102445.7583,103500.6861,98022.75153,85651.58909,96229.77034,67039.68658,71616.97786,80510.5634,75705.63596,74829.53843,72638.45036,65092.03497,72329.45853,76670.83059,79320.61008,27795.10524,25875.003,114871.9233,102644.787,64578.16564,73314.70819,Pos
284,M206T4_2,1.620842865,0.696744234,5.089408903,1.15E-05,8.26E-05,UP,206.1015573,206.1010557,206.1022662,4.199958333,4.042066667,4.295766667,46,21,24,9271.055,50026.88339,14475.0202,81085.71702,25984.17408,38771.39824,54561.41747,26530.23612,48625.87521,45599.43376,34674.06896,46819.07085,73447.52127,26862.85752,38762.90917,45376.72182,69519.34579,53534.96365,43330.27786,62344.31741,41866.88997,103517.7404,75023.49164,62052.48721,39079.77228,72693.15684,83638.97653,70047.13607,79740.35623,61360.89286,55460.2205,119458.7049,117377.5151,72097.11028,93819.12681,101278.8986,88749.2061,Pos
285,M132T4_3,2.942668297,1.557124928,5.29683655,1.15E-05,8.26E-05,UP,132.0767086,132.0765127,132.0770635,4.3014,4.01335,4.37485,41,16,20,406017.344,968818.4932,578633.7621,2850911.465,1637299.182,872923.7823,762499.9567,703250.5433,571335.8034,593481.8601,857717.008,952427.1133,1581499.77,1222118.436,1575815.784,1791178.249,2798998.946,720971.712,826109.782,950881.2637,1550009.523,5157020.804,7958419.365,3678035.155,4941201.862,2857423.154,547324.2022,1785064.915,2755636.565,1607253.642,2694611.999,3797475.74,3864271.507,3081697.402,3158862.76,2189382.781,2569951.649,Pos
286,M204T23_3,1.24242323,-0.31315671,-5.045091543,1.17E-05,8.39E-05,DOWN,204.1232015,204.1229067,204.1234964,23.30833333,23.19716667,24.14466667,58,23,24,6990.905,119976.9084,11718.75039,96566.85857,19324.77374,140320.5028,108697.1426,120070.6107,118520.6484,126813.8291,119091.6705,109858.6729,96021.41702,120430.7449,114400.0216,117936.8563,109367.1597,137582.902,128414.8046,136297.5594,105806.1281,126638.7606,90855.05565,131819.96,104402.2279,81364.46149,72274.88389,102229.2804,106598.0875,89968.30823,108636.567,87668.24806,76407.20304,82635.02032,69629.55833,89712.67603,62362.60885,Pos
287,M105T8_17,1.412997137,0.498758543,4.926182787,1.19E-05,8.42E-05,UP,104.8036591,104.7968161,104.8112535,8.363033333,8.166683333,8.555533333,92,23,24,3436.787,13716.91657,4041.473567,19381.96384,3833.488446,18684.00146,14854.48038,13284.69706,9959.760808,9104.419455,14010.4365,15520.50008,21643.67628,13142.56123,10739.38858,10046.19052,12823.25549,9466.010859,8976.538798,15647.87846,13634.24686,17306.10961,15703.39719,15001.30256,18604.6878,24197.92486,21482.46377,25219.9069,15352.44055,13675.68069,22887.25345,11117.02341,24103.8478,24464.48136,23259.16622,20099.43,22235.07532,Pos
288,M311T25_3,1.196990954,-0.259412249,-4.952191778,1.19E-05,8.42E-05,DOWN,311.2581072,311.2578044,311.2588023,25.07433333,25.03633333,25.10983333,47,23,24,10288.731,104811.8641,10406.4882,87562.78713,13347.93921,89445.31293,104048.7378,101613.3784,108890.3336,103321.7473,120915.5824,87216.26933,93614.94525,98748.55705,105047.7759,100280.7655,115484.6242,130711.4788,113349.2148,110701.6037,110721.3801,89475.35371,88823.362,95171.58637,117461.307,95870.98536,89578.74566,102580.8593,109419.6365,81678.73196,93941.83445,69468.31794,73187.28092,73012.73092,97594.14673,78045.62435,74974.77471,Pos
289,M367T9_3,1.463229188,0.549155759,5.244194551,1.19E-05,8.42E-05,UP,367.0256237,367.0251442,367.0261835,8.545416667,8.501766667,8.665133333,47,23,24,8413.756,30221.32265,4731.832855,44220.7214,12151.80307,34275.26118,42134.87639,28536.68033,34256.62446,24051.23256,30343.2979,31803.43649,36203.45223,30494.32198,35988.54441,31411.12701,35820.5937,25668.78226,30611.71249,28164.62148,30947.40826,36880.37049,39592.78597,31463.29855,37040.12197,45742.19776,46835.0956,32671.47516,32499.12436,45041.30917,43091.85464,66789.25936,73506.83829,44566.17239,44282.69031,55947.23173,52222.77236,Pos
290,M212T5,7.552238633,2.916904351,5.474291276,1.25E-05,8.77E-05,UP,212.0426684,212.0412985,212.0442222,4.611766667,4.073816667,5.693083333,85,20,24,236476.563,199935.8346,174842.8505,1509963.134,1158667.463,233253.0137,180879.2756,47884.71978,52794.44199,207982.4735,321911.7539,420145.3204,288253.6647,385632.0783,629373.3508,385644.5231,12878.51035,206781.7866,323813.8109,446824.3581,191745.6556,4573622.99,1914465.685,1220472.655,1220723.182,1300539.72,396090.705,1130526.6,1275303.573,764762.9219,847404.7259,604579.5769,4484291.311,2311247.741,2601660.098,1550312.023,8412.117601,Pos
291,M325T4_2,1.804864091,0.851890204,5.19614051,1.25E-05,8.77E-05,UP,325.063082,325.053514,325.0636283,4.252283333,4.1995,4.3014,15,3,12,3685.29,7885.097993,2298.310269,14231.53022,5503.655987,3723.007993,6602.702741,4572.877639,3808.36336,11504.63416,9035.3645,9973.881937,8095.704844,7749.387154,8839.091725,10250.99248,12172.52048,9280.286483,9771.446574,6930.825012,8889.861322,8024.764672,10075.77829,12779.91992,8693.681236,11135.76002,11519.89837,14136.7318,16160.5955,14227.17417,16848.59179,21796.37342,28152.78256,22826.01195,21401.99261,15920.39303,23103.48555,Pos
292,M189T8,1.609099167,0.686253241,5.195465746,1.25E-05,8.77E-05,UP,188.9990637,188.9930342,189.0060809,8.353466667,8.289166667,8.6001,51,23,24,83405.383,591097.1124,130419.4517,951133.8712,312258.2607,846618.5054,869727.1333,563507.976,611182.7409,515503.5474,510437.4812,782931.8609,753770.5922,608144.9369,570308.3112,602337.1461,598860.4111,441044.9681,437257.5302,537523.5619,521929.977,795961.8699,737200.1457,654252.8155,671379.1284,1035270.873,1057197.072,620656.2428,673882.2725,1036791.444,1036774.336,1019024.771,1787243.853,806458.8168,818109.7969,1386790.449,1343471.751,Pos
293,M383T9_3,1.311292296,0.390989309,5.022754639,1.26E-05,8.79E-05,UP,383.0030351,383.0024405,383.0036862,8.644375,8.6011,8.75495,46,22,24,3425.923,13401.85747,2096.327118,17573.75246,3460.031278,13802.19925,17990.13015,11477.34115,14782.93367,11945.15736,13622.21528,13356.84619,15438.36714,14278.61636,16838.16857,14058.51243,17424.28879,11180.8901,13895.71617,13889.04288,12417.709,15481.50597,18470.07701,13641.00651,14848.60435,17229.69623,15626.57983,14475.61003,15745.41569,16146.52515,15826.27489,25537.62338,24312.65794,19919.93913,18701.28788,21391.54625,19485.97165,Pos
294,M187T5_1,1.695475388,-0.761689842,-5.253279335,1.33E-05,9.22E-05,DOWN,187.0783533,187.0779896,187.0787034,4.763241667,4.725616667,4.80975,36,23,13,4300.584,22802.62615,7987.934323,13449.10479,3082.84695,29737.82112,16485.36051,24958.62278,11715.47673,24269.10898,21794.5864,26478.12231,16002.87667,18216.14449,17291.53793,13444.32384,17403.92597,22811.15446,24300.5007,12422.49372,17129.07836,16137.62218,8231.882947,16244.57897,9850.878535,9131.913629,14977.7975,12237.92636,16668.42694,15558.12496,17704.39822,14265.00113,10458.08051,10270.7961,11782.57393,9350.283227,18531.04464,Pos
295,M727T9,1.515397297,0.59969608,5.079863324,1.35E-05,9.35E-05,UP,726.9398218,726.9376133,726.9415963,8.629341667,8.570983333,8.765433333,40,19,21,20526.576,58730.39566,13154.1058,88999.88284,25915.22559,55910.88404,86028.37208,48737.85329,74271.93598,51289.41606,59122.97566,56191.68445,56866.40076,73502.33488,81747.02371,74156.55078,54699.54419,44183.1868,54292.88154,74398.2554,54967.18297,72909.42711,92987.77911,78358.80107,83223.77607,70312.41723,87297.53002,47859.68133,55475.9697,98468.17506,86009.40112,116331.6139,124851.3195,99053.77135,111818.4417,80264.56204,122799.1582,Pos
296,M203T9_1,1.336341503,0.418288737,5.132834928,1.36E-05,9.37E-05,UP,202.89063,202.8904156,202.8908475,8.566591667,8.518,9.1973,54,23,24,8242.582,50298.33594,6612.295323,67215.75386,14665.97575,60322.68204,63783.28865,49361.75497,52884.85066,41821.64032,43184.76476,58465.45862,57275.49194,55874.92247,54400.06135,53982.60001,53026.58812,45624.70601,44272.22124,49376.37925,47096.56647,58480.77371,57635.04374,51706.69797,50920.14996,62400.73079,59366.55047,55351.18504,53358.9778,66518.658,66215.25554,89481.33758,85636.01378,72012.41309,70187.0732,82422.67132,82897.57844,Pos
297,M401T27_2,1.948514781,-0.962374876,-4.88157978,1.42E-05,9.73E-05,DOWN,401.1237104,401.123417,401.1241428,26.70816667,26.66883333,26.72716667,17,13,4,2275.559,14284.95766,5686.652305,6615.078404,5050.063531,8652.453675,8905.421565,18252.03697,13510.6624,21292.91234,17780.15127,9671.190058,10538.41932,8741.076744,9776.621556,15294.41695,17285.30818,22144.7652,27894.76499,19894.84231,17057.1757,7456.933619,10257.77757,14401.71252,16063.15056,3784.283898,3237.770562,14156.10976,16009.03525,4587.230642,3320.835088,0,0,10477.34033,6120.056025,1766.816376,1500.781732,Pos
298,M687T8,1.738400637,0.797760609,4.938302173,1.48E-05,0.000101062,UP,687.0029174,687.0011287,687.0050546,8.455941667,8.368416667,8.6001,32,14,15,24501.607,35297.24887,14152.99811,61360.75993,21436.29986,64200.15436,34489.32545,12034.18264,9410.868619,35639.88497,39401.39813,35415.41163,41602.99694,22187.72349,47772.86921,35870.55389,59480.14019,26882.08787,47344.06799,47749.52453,35524.61327,56063.39466,18514.21555,29309.54459,54216.74466,38133.72091,88517.8009,46777.40343,55425.20442,77763.99805,82605.7903,102407.128,77171.11469,56333.77326,74057.84793,65452.32813,92110.06723,Pos
299,M105T8_29,1.383225383,0.468036248,5.014484342,1.49E-05,0.000101586,UP,105.0215935,105.0214575,105.0217923,8.356958333,8.324166667,8.5698,48,23,24,91291.094,1260164.4,225064.2307,1743091.384,411997.498,1675779.948,1815854.86,1360513.836,1305648.15,1080892.283,1046710.16,1531784.961,1533286.232,1259660.341,1160199.09,1274960.259,1258854.051,963600.4038,1000144.642,1197770.744,1112716.953,1546259.464,1439276.637,1384369.596,1300924.719,1924077.515,1847449.879,1280648.891,1255000.303,2051870.712,1780876.189,1575430.521,2582122.074,1570960.478,1556716.527,2260540.685,2344250.289,Pos
300,M485T5,1.866158955,0.900071877,4.907187732,1.52E-05,0.000103315,UP,485.0735448,485.0728957,485.0744236,4.910516667,4.877883333,4.9519,33,11,22,4023.645,12175.53869,6002.379602,22721.49056,8558.640459,8991.313016,9322.524321,4547.923001,5989.443277,6693.679609,9264.09602,6544.02969,11695.73072,19389.56445,18166.48156,14716.04766,14614.38135,10096.89617,14586.60881,21748.68231,25793.37337,13066.29664,19902.75413,12619.21687,14237.91021,12580.97877,19973.29519,17827.3631,26985.57664,23516.94823,23208.98949,27188.7585,26060.84613,33715.39105,37581.32634,36194.50869,37814.33455,Pos
301,M705T24_3,1.562530856,-0.64388468,-5.004805837,1.52E-05,0.000103315,DOWN,704.712309,704.7113649,704.7132452,24.49316667,24.45416667,24.52983333,44,23,21,6752.24,74261.57885,12745.24424,47049.05543,23238.58942,63757.52179,68418.598,66793.97286,79352.49728,87441.39269,98941.96375,56874.4768,67318.19805,72389.73675,74741.9683,71696.79959,79699.95101,81385.18257,95226.06181,80991.56755,92433.39004,59033.8618,53703.83959,65923.35379,61258.89417,48191.93608,51513.80915,72252.69265,81164.20448,45322.66421,47073.27108,0,229.4430449,66026.21184,63926.6193,23124.99079,25288.55035,Pos
302,M285T9_5,1.378287435,0.462876786,5.114552944,1.53E-05,0.000103315,UP,285.006508,285.0061115,285.0123012,8.545841667,8.501766667,8.665133333,48,23,24,18389.975,91786.6207,13067.21004,126508.346,30462.01613,104774.1788,122985.168,88605.18432,96016.35535,95454.63378,85472.48219,99363.93206,114697.2068,91164.07136,103111.7506,94603.42158,104518.9569,74512.11688,87187.61842,84735.62821,89969.83533,105290.7782,121837.763,92345.94956,103477.3005,120914.7352,125578.8448,95533.27529,98280.20124,124893.2203,130380.3674,188065.6281,184822.0736,131888.7611,130228.5346,154910.8685,160461.2319,Pos
303,M161T19,2.00049989,1.000360549,5.246903811,1.55E-05,0.000104364,UP,161.029447,161.0292511,161.0297209,18.515,18.12366667,18.75483333,52,23,24,7681.801,127259.881,34200.3411,254583.378,113631.3536,149494.1035,81769.41043,88764.54819,100737.641,91870.78098,102738.6339,157712.4924,147242.2184,156459.6646,140419.675,177518.3658,198876.1775,130438.9743,116495.7263,151814.5952,136216.9291,365250.7956,366776.2302,289430.0268,297102.1711,227909.3836,223694.0335,98083.2484,101924.8568,193517.6807,41660.37289,470439.1792,435857.6369,266903.7181,329789.5274,299471.6809,171527.6117,Pos
