,name,fold,log2fold,tstat,pvalue,qvalue,updown,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,3M_pos,29M_pos,maxint,mean1,sd1,mean2,sd2,3M1_2,3M1_3,3M2_2,3M2_3,3M3_2,3M3_3,3M4_2,3M4_3,3M5_2,3M5_3,3M6_2,3M6_3,3M7_2,3M7_3,3M8_2,3M8_3,29M1_2,29M1_3,29M2_2,29M2_3,29M3_2,29M3_3,29M4_2,29M4_3,29M5_2,29M5_3,29M6_2,29M6_3,29M7_2,29M7_3,29M8_2,29M8_3,Mode
4045,M170T24,1.019381109,0.027693523,0.263717475,0.793328448,0.400392244,UP,170.1174787,170.1172536,170.1178369,24.44766667,24.41033333,24.5095,39,19,20,2928.031,15707.05175,3207.790961,16011.47184,4608.991728,19074.71899,18611.39127,14518.24047,19355.92038,16044.33917,9703.73088,15206.24364,14888.05435,13832.25005,14516.10576,21993.44117,16903.31828,14000.22309,13805.40486,15078.66806,12867.48416,12981.55541,12118.29833,11814.19507,13825.36642,16312.98896,17648.25954,21730.0174,11129.84889,14512.004,14799.77534,19625.11987,22243.25494,10020.97752,12949.71081,23160.59008,16101.37322,Pos
4046,M200T24_1,1.017153902,-0.024537985,-0.263410682,0.793526024,0.400392976,DOWN,200.099932,200.0997144,200.1002644,23.8705,23.83466667,23.9055,23,10,13,2009.863,18503.17847,4528.826295,18191.12961,3504.189697,16690.64506,20035.08835,13743.25037,18352.90083,15896.82872,17023.0451,17589.81054,16537.00327,19248.54074,17642.49486,25007.35771,17240.71592,17818.02077,33872.60657,19357.23828,17893.71593,16561.3347,17162.34909,27601.97978,17222.49088,17593.90233,20468.80414,26386.53502,18689.72377,13346.21681,14915.82246,16742.55721,14979.93637,20585.69434,19176.48058,13358.39034,20457.55834,Pos
4047,M118T25,1.012981496,0.018607821,0.262835697,0.794103391,0.400549409,UP,118.0865187,118.0863555,118.0867286,25.05383333,24.887,25.2665,50,23,24,44085.051,878629.1668,110081.262,890035.0877,180420.5932,1153746.891,930911.962,847997.5579,813997.7481,813771.8355,846312.3773,769294.0363,823909.6008,897151.4577,961224.8481,897982.8757,832420.7815,845090.6133,964909.3207,557232.7016,826105.9184,832997.5528,808012.0074,753208.9016,718518.2168,1109769.846,901774.0194,836844.9234,891710.4594,1007737.74,944808.6651,535903.0744,566863.5017,989966.9496,1059553.591,1205716.109,934774.9256,Pos
4048,M512T24,1.024271857,-0.034598679,-0.262413049,0.794260524,0.400549409,DOWN,512.4156805,512.4147321,512.4202745,24.12466667,24.06766667,24.38566667,47,17,18,4385.677,16013.25507,4314.010685,15633.79386,5546.647103,22745.54517,18466.5202,23355.56484,9004.028503,13221.32903,11419.85941,17123.95202,14933.20909,20189.7322,15416.43793,11780.6228,21225.13787,21309.78547,18815.19195,13604.53494,17991.21032,13299.32869,9227.984765,15642.74587,26482.81158,13419.5152,11161.47944,13407.88425,21128.12079,20417.41798,7790.237846,11013.67302,9076.204565,14726.89897,19107.98106,11031.93698,24143.45242,Pos
4049,M134T5_2,1.056985288,0.079955297,0.262277957,0.794424662,0.400549409,UP,134.0445439,134.0442393,134.0450136,5.4894,5.01275,6.561783333,43,19,11,91552.32,430237.8711,363498,454755.1002,268029.5481,198022.753,580419.7018,1180498.72,638564.1102,208673.5509,189912.3931,281189.7476,93340.67645,311367.4384,1742389.161,302650.2468,275650.9535,282331.4712,291449.8841,333845.1956,274093.2895,328194.7116,392427.7646,270101.553,212497.1583,555598.808,118303.9497,584397.2783,1320184.913,665735.2356,701488.9494,505167.1207,545653.7905,282066.625,28035.81191,666571.3742,672451.4263,Pos
4050,M337T9,1.037351385,0.052904666,0.261514701,0.794935872,0.400609518,UP,336.8903616,336.8898901,336.8910643,8.847583333,8.7518,8.96595,44,23,21,9166.568,38379.26748,16620.36381,39812.78629,20806.3349,32638.04323,35033.08127,25494.51598,20506.13837,23140.79676,18166.65618,36747.3538,22890.02913,63173.7904,20391.3136,47005.0108,77820.96292,57021.15347,47463.18032,42041.72052,51534.49971,50810.94411,55008.51856,40331.24004,45114.77609,28715.21557,22472.15143,41492.56236,44022.01886,40843.83382,39717.16024,26460.58441,26041.6672,97186.07367,90509.78101,27229.92974,30879.4238,Pos
4051,M332T24_2,1.010618427,0.015238391,0.261561864,0.794936341,0.400609518,UP,332.2068873,332.2064804,332.2074371,24.08533333,23.87116667,24.1255,49,23,24,5014.214,64049.96771,7546.168556,64730.07763,10141.14904,70667.25784,66537.03671,56515.06228,67542.10521,62326.41672,64581.37355,70902.89527,65254.97382,54771.77636,69564.33261,66824.84022,67500.22693,71999.43231,73839.55843,70869.9428,54800.22009,69844.8608,71108.74527,58569.79627,73730.95047,65972.8008,76716.80557,85117.41946,73414.32408,67650.94661,54176.67398,52351.80864,54806.69758,78665.27715,70945.85185,65920.47774,68997.9612,Pos
4052,M101T0,1.037089563,0.05254049,0.26073366,0.795539057,0.400814315,UP,101.0601954,101.0601032,101.0603614,0.052684333,0.047041167,0.108651667,23,10,13,9291.786133,13563.64137,17653.61607,14799.15023,14618.50039,37784.99748,50927.52257,0,0,24433.39687,0,23989.81333,0,0,0,0,42296.13737,22988.25006,0,21240.27532,45510.08041,26075.86679,0,0,30346.68848,22046.33407,0,25589.6144,27976.45202,0,34945.25974,18249.03683,0,20648.65345,0,37315.05551,37944.39994,Pos
4053,M130T27,1.024014638,-0.034236339,-0.259743017,0.796693081,0.401296707,DOWN,130.1591469,130.1590123,130.1593839,26.75583333,26.606,27.178,29,14,12,11508.188,282792.4463,109740.63,276160.5506,55490.75671,244648.5678,294023.6967,131086.3257,192035.708,185414.508,242825.8424,459148.3859,293576.8719,490950.8474,275125.251,276972.6295,271975.1753,439281.1562,268927.0033,235802.0555,276511.8788,212611.316,288782.9265,224186.8325,284462.1073,282030.3212,274267.4265,295373.0722,277253.0446,209713.8153,266254.9476,165413.2417,242468.0892,344003.0145,300546.5065,295167.1616,270354.167,Pos
4054,M261T23,1.01363574,-0.019539299,-0.256315638,0.798882118,0.402300072,DOWN,261.1309633,261.1305855,261.1316408,22.95783333,22.91533333,23.00033333,24,9,15,2978.683,17291.07466,2955.671995,17058.4698,3263.320319,14460.93529,11376.16953,18493.34517,16547.64184,17707.90372,19341.77408,16757.11241,19368.1578,21206.96837,18378.74846,19661.62275,11032.46651,18548.32049,10983.16041,19366.47679,20048.97715,18162.99273,17686.5231,13797.23844,19767.44362,20463.44592,19523.94237,16571.71918,13497.22593,19092.71501,14584.92058,13013.54289,19244.15107,17144.32417,17158.58512,11819.26815,9959.225242,Pos
4055,M144T4_38,1.06233928,0.087244594,0.252733332,0.801767816,0.403653679,UP,144.1341366,144.1263692,144.1413052,4.152883333,4.056416667,4.278733333,61,19,22,5097.163,12648.14598,8488.284599,13436.62229,12586.15695,9350.387731,6802.512155,10322.89209,8770.877372,28731.26116,6635.20257,10560.81295,9176.662201,9420.266456,10540.87405,8861.571869,8573.828977,22024.46643,38933.10521,6742.497581,10229.77009,14904.72594,6610.457422,11769.45097,7567.783083,6892.754556,9221.386106,7099.292121,40722.48891,12142.87894,12112.54088,10661.80954,15750.26845,12386.76973,7785.656775,8781.644598,9920.582028,Pos
4056,M145T4_37,1.032068664,0.045538957,0.251432363,0.802752319,0.404049689,UP,145.169404,145.1615685,145.1763179,4.1466,4.067583333,4.249966667,59,19,23,2296.483,12365.13382,6171.225689,12761.66714,4466.969148,9968.347158,11729.63941,11272.65931,8060.553321,21446.46248,7546.633242,10949.70001,11490.56999,7296.015733,5341.350053,12786.91152,9685.602897,10627.5807,11105.14053,6366.907409,11587.5692,15893.56057,15462.02065,8703.758903,12468.00278,13617.08665,11255.33875,27495.34375,6549.688823,9527.837165,6557.273914,16057.25671,13557.7241,11129.64718,16341.99465,13027.87561,12017.29317,Pos
4057,M132T6_1,1.021350187,0.030477604,0.250397715,0.803422742,0.404133913,UP,131.9780832,131.9778543,131.9782885,5.89385,5.836783333,5.93635,42,22,20,2804.741,24850.11711,6987.35472,25380.67177,7536.744483,28998.18656,35336.92631,32256.75618,32471.10836,27898.98435,14292.48252,24103.74279,28114.75472,26957.73723,28452.18251,12837.88101,19614.65527,18174.70335,20918.06077,9231.164011,22863.70277,17545.79602,23469.10339,33452.32318,25567.63683,20919.86289,19733.82749,17793.8067,25273.91577,38831.06154,29104.29696,37232.00145,26560.97049,26049.95829,28094.96695,10908.32441,30755.91203,Pos
4058,M152T4_12,1.027028121,0.038475685,0.250352402,0.803454358,0.404133913,UP,151.7094365,151.7016632,151.7160965,4.153608333,4.089616667,4.217933333,50,16,21,2163.204,12489.23686,4559.299441,12826.79747,4684.187423,11068.19935,10595.04712,12085.78398,6637.631574,15422.38085,15671.18264,7961.229367,20579.19245,20958.75005,9602.985205,6863.749416,11681.10587,8431.728489,8505.305659,7088.728973,9703.380268,10553.24041,10309.40341,14594.07035,10394.42492,11465.03819,6997.884495,19657.60081,11572.59718,11576.20497,6911.482884,15549.148,8547.290432,8303.34338,12779.33168,27473.5862,8706.486581,Pos
4059,M611T9,1.034186175,-0.048495924,-0.250277154,0.803513527,0.404133913,DOWN,610.8534067,610.8446493,610.8552908,8.834575,8.7219,8.9991,48,22,24,64004.953,206616.2884,90875.80829,199786.3571,96206.50917,238952.7698,243401.7859,231116.4375,160444.808,84750.2784,147807.6913,238043.3353,148572.0513,196226.4712,186637.5573,387969.9704,436988.3077,261669.2249,122305.347,101809.7613,142875.6055,220328.7776,355533.0848,162887.6291,148287.3697,119864.4643,182982.4957,193357.2706,239999.2725,77435.32012,126632.0264,128023.0954,181454.7917,311859.3145,364737.6404,220900.1757,130403.9681,Pos
4060,M360T25_1,1.006578236,-0.00945931,-0.249564211,0.804085283,0.404321871,DOWN,360.1807258,360.1801208,360.1812848,25.14333333,25.11516667,25.18033333,47,23,24,11450.133,109703.7765,10437.12477,108986.8353,9186.830878,105591.0141,99668.00438,114066.8792,117918.9247,122557.7882,124324.4855,106506.6729,103418.7442,115441.0642,106205.0734,115308.2105,106599.1738,121108.8499,130691.8685,113375.1697,111066.6256,115349.6064,113948.8874,125621.4933,107351.969,123752.5461,107153.2518,113427.2566,110870.0406,106352.3045,100544.8135,94690.45965,103308.1175,115785.6343,126207.9274,108486.2647,96224.20464,Pos
4061,M531T25_3,1.007058475,-0.010147456,-0.248886845,0.804587891,0.404474975,DOWN,531.4072534,531.4069169,531.4101622,25.17991667,24.92966667,25.227,48,23,24,1716569.5,21572550.91,1975514.937,21421348.86,2187554.776,21604924.2,20478733.11,24077979.75,21618292.97,21421444.77,24844433.96,18781558.6,19429150.63,20996954.3,22225009.04,19357017.88,19536175.65,20683995.74,22635859.44,23455003.67,24270939.3,23057374.54,21533836.67,21142567.47,22775102.21,21490974.42,21628117.1,21910850.08,24984966.35,19042682.55,21545758.67,17681985.23,18641144.69,22013601.16,25689228.78,19646937.94,20253104.12,Pos
4062,M262T4,1.028977918,-0.041212023,-0.247861786,0.80554286,0.404855355,DOWN,262.1280108,262.1261275,262.1293257,4.322716667,3.7361,4.5172,58,22,23,6732.082,22879.97927,10391.21114,22235.63681,7036.948145,34272.08946,46037.10462,20105.19377,26491.28505,33912.77493,36093.68986,35064.12567,36820.04638,17228.69321,12441.6403,12951.13274,22081.9255,25492.23054,26190.61432,22018.1108,19328.5335,19005.82113,35285.21686,18576.5784,14475.59291,25214.33307,24001.47219,14907.8137,28201.96894,26417.36999,17865.96777,36435.38027,27665.78894,17052.88904,22647.05788,31890.83759,20147.2493,Pos
4063,M150T4_29,1.048017316,-0.067662554,-0.247643367,0.805988511,0.404979634,DOWN,149.9906382,149.9840278,149.9986886,4.1417,4.0753,4.24035,63,21,23,5000.105,14064.78368,11250.07369,13420.37337,5517.614233,16781.15466,15953.45977,9221.332035,12101.10958,9241.260424,20467.15306,12784.63969,9668.12303,13686.92688,10564.78223,6296.431257,13556.98606,9685.315409,9112.609817,12867.70016,7165.72785,11544.96788,19610.98113,10701.34772,8310.658767,9183.354388,9795.009302,9003.615028,17805.09797,7616.61557,12901.91471,12986.41048,14869.48636,33195.59281,7629.534201,11547.28747,12970.21041,Pos
4064,M148T4_26,1.101864367,-0.139946648,-0.245556398,0.807188175,0.405457352,DOWN,147.9459205,147.936497,147.951288,4.175441667,4.03535,4.910516667,86,23,23,10294.687,21224.34242,29703.37621,19262.20962,24733.08806,14312.91408,9924.606964,11954.67293,15532.32673,6476.717463,9820.578897,12684.51995,14118.78618,10345.87883,13522.932,12880.53757,14820.86798,9473.354759,27960.64748,4755.49972,94673.79946,133420.9301,16795.04226,17581.42935,15763.99527,12976.64744,12723.72044,11835.91935,9584.501913,20652.23197,11778.28497,19326.04201,15085.5407,12899.36922,17806.46637,7088.030959,11079.02537,Pos
4065,M654T25_2,1.022206788,-0.031687076,-0.245315912,0.807336477,0.405457352,DOWN,654.3366967,654.3320649,654.3387405,25.09608333,24.824,25.18983333,52,23,24,15634.721,95786.98284,30037.14017,93706.07201,28025.72166,112238.532,125398.2072,134175.9674,33060.08651,85001.35731,65943.12285,104888.3539,87921.80961,138686.7404,122427.1853,128572.355,132552.7589,88852.51788,88391.17905,53646.62638,137337.0073,67733.59655,80193.27918,129764.7205,95000.47648,27185.03856,100195.2001,122094.9619,102635.4078,111219.0659,129856.546,37433.5624,76677.46029,122280.1019,92252.40707,89703.29223,101768.5362,Pos
4066,M500T4,1.027140605,0.038633686,0.24515879,0.807706823,0.40553094,UP,500.2485613,500.2477027,500.2495522,4.281933333,4.181466667,4.33365,33,18,15,3454.125,12627.41703,3389.447093,12970.13278,5908.75653,12001.4677,18539.13681,14608.93315,17192.29218,11482.76152,10014.51856,15709.00055,15068.86668,8338.355053,9935.719942,13036.81754,7229.168946,12241.46045,8980.156707,10593.83283,15216.62026,2589.581364,2530.561636,4609.997279,6945.22476,11388.9881,9236.3414,16571.65361,11774.5393,15443.18463,21711.10575,9191.863328,15544.81027,15367.65389,18729.43371,17689.54571,21296.07297,Pos
4067,M107T8_41,1.029213349,-0.041542074,-0.244838777,0.80788029,0.40553094,DOWN,107.225586,107.2193526,107.2338247,8.340741667,8.167383333,8.512633333,84,19,24,2116.866,12218.85851,5694.135866,11872.03657,3784.787624,11495.93377,25274.54461,12412.47194,14590.5959,7943.087005,7397.225786,15912.07468,5157.560846,10107.89027,14190.34068,10728.78309,6755.05827,19607.80454,12861.90307,5562.632077,11467.92441,15301.12446,7964.406657,12819.06014,8893.140496,17866.01528,14259.03847,7783.42027,13028.36277,17056.19501,7101.288897,8453.570704,9444.536687,14076.87156,12617.54023,18450.09866,8956.465482,Pos
4068,M188T12,1.018198136,-0.026018329,-0.243482267,0.808835874,0.405910808,DOWN,188.0704549,188.0702401,188.0706524,11.65423333,11.59386667,11.7144,46,22,24,3578.604,53250.87174,15082.16668,52299.12516,11373.00245,74523.99826,78258.56953,70857.23651,65633.8395,31916.70088,29133.14564,55419.90162,49496.37694,72669.56741,65921.9842,44732.39731,48723.87114,51022.64806,47238.3148,43148.07988,41417.01054,42243.05131,43389.86529,44330.04095,45431.45854,41765.79977,41604.79793,50662.33642,52157.5041,79303.6644,67676.24103,46719.51816,48624.61861,65169.71358,67780.80785,53932.21568,58683.9162,Pos
4069,M103T8_41,1.028658724,-0.040764422,-0.242992497,0.809342207,0.40606509,DOWN,103.1769129,103.1688743,103.183599,8.339266667,8.18075,8.496533333,91,20,24,2232.155,16626.87111,7781.458398,16163.64176,4902.709955,15323.15006,18120.88329,8762.229549,20012.57872,14384.5702,13896.38197,23676.97856,17147.50397,11044.40199,10315.86614,14888.52862,15163.65749,34294.49636,12113.27599,8252.376384,10382.8975,15661.25041,16846.06516,9627.154872,14489.71875,23389.08343,14475.7015,13884.84266,13196.09416,19651.85606,22802.43941,17637.21248,16718.92238,13342.14845,23310.05434,6416.26161,6271.181023,Pos
4070,M362T24_1,1.019638695,-0.028058029,-0.242439336,0.809594879,0.40609206,DOWN,362.2174034,362.2169147,362.2181454,23.99541667,23.83583333,24.4445,40,15,23,2097.168,27735.63472,6587.22827,27201.43405,8440.701462,27440.44806,34312.10068,29969.28299,28082.57602,26260.39163,26827.38496,30532.96315,49523.10421,15675.26095,36019.68077,27789.88911,27090.47966,29792.9058,26316.0378,29386.00163,17496.82404,15919.97767,22800.74508,29764.96126,29508.08523,28557.91418,26150.28544,34414.4064,28521.51915,36903.62729,17033.65857,17844.02363,26318.20389,21651.75437,24339.21477,43242.64744,32690.98126,Pos
4071,M377T24,1.016427586,-0.023507436,-0.241781997,0.810188247,0.406289867,DOWN,377.1919962,377.1911831,377.1924988,24.35283333,24.314,24.38166667,31,16,15,2076.289,9555.005316,1729.627599,9400.576539,2582.470625,8830.56719,10522.24021,9754.704336,9040.370527,12231.35921,9154.926071,7686.669567,10607.81487,10186.20675,11060.0575,10179.94955,8280.85104,10931.14866,5541.545193,8770.92696,8205.326029,13195.18938,13534.54774,8799.413127,9479.83744,9421.18342,11614.95576,10762.79786,11839.02972,10297.82296,10768.92314,4744.236601,3772.754459,10561.58095,8190.083587,8859.844932,9693.644323,Pos
4072,M779T24,1.037442094,0.053030813,0.241037734,0.810771227,0.406406331,UP,778.5373631,778.5350096,778.5437834,24.43783333,24.30116667,24.691,55,23,21,33351.328,103183.4046,42958.57855,107046.8073,65115.32918,125355.7729,105697.4991,96087.64222,137656.1818,12402.76697,93954.87415,12299.7481,137028.293,139988.1358,137246.2423,160241.2764,114833.156,108320.1979,155170.4467,99455.08244,116357.1197,174692.7645,84783.65866,109386.079,150219.8772,80364.3955,114357.692,176555.4982,95678.86046,39390.43693,102562.7296,7882.534425,7524.602735,102502.5788,131363.2735,50045.39691,73443.49431,Pos
4073,M200T3_2,1.033033014,-0.046886361,-0.240434139,0.811087598,0.406406331,DOWN,200.0229623,200.0222998,200.0232234,3.192983333,3.090516667,4.199833333,46,21,24,38328.574,2660843.008,1174282.493,2575757.959,1251665.802,3274635.81,3244890.441,3298251.125,3473143.446,3450612.053,466370.601,493088.7506,3377464.705,3498302.096,3473388.845,3368131.714,3456018.121,560506.389,2653921.738,3296842.193,3303432.191,388571.0385,3080007.349,394755.5883,496357.6914,3359307.134,3354957.287,405421.189,3455860.357,522353.7075,649081.0872,3429690.676,3321361.604,3342558.2,3345353.702,3351915.266,3577004.56,Pos
4074,M148T4_50,1.026778405,0.038124859,0.240893849,0.811173069,0.406406331,UP,148.4084306,148.4015107,148.4163208,4.153116667,4.042783333,4.234733333,67,21,24,3643.264,12953.92676,6229.30628,13300.81226,3045.411412,10952.01063,20312.51646,5869.228028,12779.42187,8732.010706,24497.40649,13932.98895,11577.17515,6419.000401,11047.73887,34142.64151,8056.674813,12919.5346,15103.02631,11946.23876,7018.425966,11180.76222,14069.54747,12159.06045,11676.11358,10308.03185,11870.10814,15027.84628,9116.27221,14929.76692,10691.861,19718.9544,12803.89761,15945.47345,16464.71587,9843.016495,9955.716816,Pos
4075,M241T6_2,1.031124507,-0.044218547,-0.2404568,0.811366455,0.406406331,DOWN,241.1544249,241.1526172,241.1556775,5.596333333,5.305183333,5.889766667,58,23,23,22919.764,139132.215,72949.02428,134932.5073,42049.36808,256062.3773,239572.7701,269988.7778,187467.4574,103376.3682,86078.18617,132506.8179,143189.9891,170878.0168,125108.7041,32178.79762,106621.9189,112153.5563,92880.45574,80270.16827,67336.81267,209075.5556,184721.9241,216139.8842,160169.3068,133093.6619,103338.5087,85456.05921,65770.58474,145626.1058,168201.2504,143053.4018,131548.8566,121782.2319,68233.31143,102041.3101,105555.7367,Pos
4076,M163T6,1.101999023,-0.140122945,-0.240105074,0.811415847,0.406406331,DOWN,163.0749067,163.0746973,163.0751882,5.802816667,5.4487,5.929866667,45,20,21,33604.078,132206.4468,194239.6253,119969.6588,151549.4067,599735.1568,89165.6045,38938.41944,116241.8089,26680.9287,38557.26337,64917.48143,593805.2412,663714.0369,84771.3646,64841.87241,43092.64264,66678.78343,50173.38958,42526.47561,47240.39479,55255.21041,59468.09361,46313.78298,78500.17592,65506.31656,41571.83338,72169.89748,78907.87447,490097.7351,107574.9212,38822.75587,538283.436,80859.44732,91050.44886,79838.13312,123402.4629,Pos
4077,M570T24_1,1.027455173,-0.039075452,-0.239379939,0.811914104,0.406556144,DOWN,570.3576625,570.3555596,570.3596905,23.89016667,23.81616667,23.9455,40,19,21,7551.847,24001.52675,9619.029015,23360.16926,8702.408253,29680.32213,10713.61137,13833.5085,31492.82462,12365.36918,19913.98164,25112.7122,21262.33478,42311.73095,27280.26858,18246.46867,27849.48974,8517.89268,21305.04468,36830.41178,37716.57917,24946.88107,20081.91378,8589.241071,22276.06032,10870.09487,20598.70141,33028.40901,8175.37258,24698.03331,25120.21933,20014.20552,19085.39948,24196.43358,25384.67124,39853.55815,42094.11916,Pos
4078,M102T8_6,1.030587752,-0.043467351,-0.238965024,0.81222037,0.40660977,DOWN,102.0548482,102.0439781,102.0586122,8.34795,8.198083333,8.657216667,39,11,18,2956.758,13226.20551,5427.673196,12833.65292,5833.026122,20639.94847,10938.82428,19742.28933,8664.988224,15670.97525,17421.93764,6946.092984,7468.676669,4164.745641,19474.44152,4941.99568,6259.275469,16037.87849,16866.31852,17443.66277,6718.90312,17475.03826,13178.53357,18924.85023,18624.73406,7083.5811,14200.99979,18586.67183,4653.694086,8438.833037,7575.925187,27578.40838,9806.208905,9396.875668,11174.58571,10015.06538,8006.719375,Pos
4079,M302T25_1,1.017412912,-0.024905309,-0.23806529,0.812911251,0.406855867,DOWN,302.2323909,302.231973,302.2329575,24.5275,24.41033333,24.70866667,52,23,24,9013.299,132003.3414,32314.87773,129744.1185,32737.69904,152114.9374,173790.9878,152329.3892,92641.69562,155982.8804,87778.09152,88941.07595,160159.5278,154871.8184,146238.8274,165458.0948,133862.1949,166130.3804,161607.1212,137382.1258,147128.6697,135316.3594,169903.8097,112750.1403,145045.5319,156018.7017,162358.5747,153743.9537,74663.78155,150654.1639,150938.2841,72139.83504,73214.69528,77776.97383,146973.4765,155168.6838,111387.6723,Pos
4080,M152T4_42,1.025474181,0.036291168,0.237091808,0.813750514,0.407053084,UP,152.21164,152.2039807,152.2188539,4.1529,4.086616667,4.230733333,54,17,22,1983.773,10459.59002,3209.748195,10726.0395,4422.795136,9981.445135,9723.201745,10496.43939,6648.212733,13983.74122,14092.62726,5777.25456,11228.51164,7838.526398,17605.79287,11923.3163,10824.58737,14934.72774,15285.34318,8717.200743,6664.138851,15512.1647,9172.045303,5904.961627,5837.776335,11140.04881,12412.20515,17797.81499,7323.290371,9707.146949,10438.16599,14989.88317,6050.736698,10577.83613,9246.503714,8102.577565,9136.796509,Pos
4081,M152T4_10,1.024804894,0.035349271,0.237114966,0.813834216,0.407053084,UP,151.6775285,151.6715274,151.6858937,4.153258333,4.037166667,4.264216667,54,17,23,2023.438,10504.55125,4435.727815,10765.11553,2906.974695,12290.99868,10267.95711,6652.428184,6471.582049,14187.7321,6281.08999,6272.863864,19010.48109,9390.207423,18556.63167,7108.307091,10591.78164,6680.795939,5626.763319,13698.56553,17517.41219,7410.553595,10558.29594,18920.79774,8308.236255,8525.094633,12667.63035,7418.802286,9371.944065,17182.69284,11155.79398,10014.60451,11685.8575,9954.743947,13121.99357,11050.45608,8935.891324,Pos
4082,M184T5_6,1.072893671,-0.101507104,-0.236779629,0.813903462,0.407053084,DOWN,184.1027479,184.1024048,184.1030354,4.635433333,4.475233333,4.804083333,23,11,12,1869842.25,10625371.24,10500757.5,9903470.892,10393669.36,22343751.83,23474.42786,20960324.35,23199233.74,16555515.84,14489.14982,20758.99557,48866.03077,21699400.42,21895168.73,38630.0908,23423809.86,19472460.9,19650933.91,18309.47374,18648576.23,18389326.71,15174.29639,19755038.12,27679.85871,20107227.07,42164.0242,17343857.48,18307830.74,12037.19455,10179.61842,26228.38884,21630749.28,26064.44541,44168.38887,22633445.97,38487.95266,Pos
4083,M531T30_2,1.036166273,-0.05125553,-0.236532417,0.814161531,0.407082425,DOWN,531.4956445,531.4949659,531.4965549,29.736,29.2705,30.02216667,48,20,19,1582.052,46484.81235,20070.61168,44862.3098,26625.80924,58743.02822,31402.371,77555.43525,45664.05808,48159.58179,94725.91315,62142.66219,68475.04759,45024.81962,50533.34585,17078.70304,20079.57778,48597.50769,61211.90751,29673.74025,60048.92932,55329.70133,44596.53505,47272.0161,40870.4986,20751.54056,16441.6859,83178.72088,32346.00919,34533.68876,44165.92891,77718.21917,43065.7981,31549.84416,39881.37155,37442.96137,45776.21236,Pos
4084,M354T24,1.003202778,-0.004613249,-0.236033801,0.814833824,0.407124188,DOWN,354.2850535,354.2844653,354.2858242,24.07883333,24.04716667,24.44566667,49,23,24,65393.742,652858.1919,19260.79392,650773.9072,38527.08875,681981.2164,633998.6459,685934.2966,628733.1607,651210.5669,614616.7137,648762.9247,648291.08,670751.235,663909.2054,684578.235,635489.2432,670790.0844,666007.4449,647983.2565,659423.8124,637965.0061,647180.8939,691422.3842,709627.4408,652790.3897,670091.6242,656972.5259,680143.7693,700648.3149,656119.6252,570338.4237,568951.1754,689168.8005,643858.0619,639705.8706,681268.7886,Pos
4085,M148T4_54,1.027542687,0.039198329,0.235869812,0.814885204,0.407124188,UP,148.4762448,148.4691952,148.4836625,4.155333333,4.041483333,4.295366667,81,22,24,2403.855,11512.0241,5596.674753,11829.09618,3268.743255,15565.01073,14172.17406,6571.559453,11793.13452,11098.42172,9578.027237,10435.73468,11413.7105,17459.13181,12720.54324,11966.88375,8609.106547,7570.657145,5205.121118,6827.26297,17306.72545,8119.79489,11397.99198,7505.456532,12851.83083,11992.43478,10338.14498,12906.32322,12963.10745,6178.066422,13949.38604,14647.12314,8153.313674,10178.69163,14585.44373,17525.96278,11547.66588,Pos
4086,M333T25_1,1.005956997,-0.008568634,-0.235374664,0.815025646,0.407124188,DOWN,333.1526859,333.1521544,333.153174,25.17883333,25.13283333,25.20983333,47,23,24,3963.546,30763.88862,2865.24551,30581.71344,2410.496273,29514.93251,32840.20877,32125.92501,30233.18091,32671.11308,33674.67257,33386.10417,27281.73228,36487.22243,29801.12062,31912.85882,25592.05291,31942.86808,31043.11332,32060.66117,35419.18343,33989.69437,30693.38476,37652.67078,28031.80213,30108.86219,30719.50924,29307.34368,29313.17645,29666.79944,31500.53083,31047.18351,27967.30504,28720.28042,32921.71681,30749.82172,28334.41366,Pos
4087,M149T4_10,1.023442399,0.033429908,0.235525449,0.815042749,0.407124188,UP,148.671322,148.6641355,148.6788222,4.153491667,4.04075,4.281,64,20,23,2502.398,13284.56151,3450.396973,13595.9835,5434.796288,12030.70631,12475.37307,17471.00723,15690.32572,17720.15081,9584.926209,11610.33352,11621.75558,14433.20899,15032.87834,10595.28431,11274.15574,19850.68438,12596.90737,21796.16806,11342.61184,14568.9024,13470.59363,11579.64603,13786.56706,11596.82315,10849.32209,7288.429183,13877.65744,10830.55091,18459.40491,8224.642826,12817.59706,14280.34458,17923.15751,32289.79511,11043.31412,Pos
4088,M313T25_6,1.019669191,0.028101178,0.235004524,0.815412503,0.407209249,UP,313.2370745,313.2365573,313.2377307,24.63483333,24.56016667,24.8445,55,23,24,9660.945,131263.781,43461.83054,133845.6334,30426.34768,173057.3023,155727.5178,94435.05878,164175.619,60584.20908,99974.33813,190373.8349,164154.0505,156892.192,129282.6445,70791.38529,165508.1973,169457.218,174539.9067,73972.81944,157587.0964,75687.7812,97254.66097,156560.4554,86918.05556,156341.4261,161516.2971,109884.4115,150518.9264,85510.02082,102793.2735,146371.494,116689.6194,153154.0049,160530.8748,97594.11405,160371.5123,Pos
